District Code,District,School,School Code,School Type,Title I Status,Level,Latitude,Longitude
275,Jefferson County,Klondike Lane Elementary,275134,A1,Title 1 Eligible - Schoolwide School,ES,38.208687,-85.637198
275,Jefferson County,Louisville Day,275138,A6,Not a Title 1 School,HS,38.26854674,-85.58961232
275,Jefferson County,Stuart Academy,275144,A1,Title 1 Eligible - Schoolwide School,MS,38.108122,-85.843867
275,Jefferson County,Laukhuf Elementary,275145,A1,Title 1 Eligible - Schoolwide School,ES,38.100287,-85.664193
275,Jefferson County,Lowe Elementary,275146,A1,Not a Title 1 School,ES,38.24536,-85.591879
275,Jefferson County,Mill Creek Elementary,275147,A1,Title 1 Eligible - Schoolwide School,ES,38.198203,-85.809932
275,Jefferson County,Blake Elementary,275149,A1,Title 1 Eligible - Schoolwide School,ES,38.123078,-85.694191
275,Jefferson County,Marion C. Moore School,275155,A1,Title I Eligible - Schoolwide School,MS,38.13947,-85.637375
275,Jefferson County,Marion C. Moore School,275155,A1,Title 1 Eligible - Schoolwide School,HS,38.13947,-85.637375
275,Jefferson County,Dunn Elementary,275156,A1,Not a Title 1 School,ES,38.284195,-85.643607
275,Jefferson County,Myers Middle School,275159,,,MS,,
275,Jefferson County,Kammerer Middle,275162,A1,Title 1 Eligible - No Program,MS,38.283609,-85.61907
275,Jefferson County,Knight Middle,275163,A1,Title 1 Eligible - Schoolwide School,MS,38.105443,-85.691556
275,Jefferson County,Conway Middle,275164,A1,Title 1 Eligible - Schoolwide School,MS,38.159385,-85.868002
275,Jefferson County,J. Graham Brown School,275165,A1,Not a Title 1 School,HS,38.249744,-85.752801
275,Jefferson County,J. Graham Brown School,275165,A1,Title I Eligible - No Program,ES,38.249744,-85.752801
275,Jefferson County,J. Graham Brown School,275165,A1,Title I Eligible - No Program,MS,38.249744,-85.752801
275,Jefferson County,Jeffersontown Elementary,275166,A1,Title 1 Eligible - Schoolwide School,ES,38.190493,-85.584616
275,Jefferson County,Carrithers Middle,275167,A1,Title 1 Eligible - Schoolwide School,MS,38.181334,-85.574213
275,Jefferson County,Alex R. Kennedy Elementary,275175,A1,Title 1 Eligible - Schoolwide School,ES,38.220155,-85.598247
275,Jefferson County,Central High Magnet Career Academy,275179,A1,Title 1 Eligible - Schoolwide School,HS,38.24999,-85.770814
275,Jefferson County,Wheatley Elementary,275182,A1,Title 1 Eligible - Schoolwide School,ES,38.239534,-85.783287
275,Jefferson County,Binet School,275183,A3,Not a Title 1 School,HS,38.208045,-85.656011
275,Jefferson County,Atkinson Academy,275185,A1,Title 1 Eligible - Schoolwide School,ES,38.265194,-85.797316
275,Jefferson County,Newcomer Academy,275186,A5,Title 1 Eligible - Schoolwide School,HS,38.203905,-85.643891
275,Jefferson County,W.E.B. DuBois Academy,275191,A5,Title 1 Eligible - Schoolwide School,MS,38.170892,-85.700419
275,Jefferson County,Mary Jo and William MacDonald Maryhurst,275193,A6,Not a Title 1 School,HS,38.26378318,-85.56580951
275,Jefferson County,duPont Manual High,275200,A1,Not a Title 1 School,HS,38.221835,-85.759055
275,Jefferson County,The Phoenix School of Discovery,275201,A5,Title 1 Eligible - Schoolwide School,HS,38.256265,-85.604619
275,Jefferson County,Minor Daniels Academy,275202,A5,Title 1 Eligible - Schoolwide School,HS,38.197918,-85.673172
275,Jefferson County,Stopher Elementary,275211,A1,Not a Title 1 School,ES,38.268134,-85.488522
275,Jefferson County,Farmer Elementary,275212,A1,Title 1 Eligible - No Program,ES,38.151372,-85.546195
275,Jefferson County,Ramsey Middle,275219,A1,Title 1 Eligible - Schoolwide School,MS,38.149593,-85.54606
275,Jefferson County,Bellewood,275220,A6,Not a Title 1 School,ES,38.26817813,-85.54403703
275,Jefferson County,Brooklawn,275221,A6,Not a Title 1 School,HS,38.2078182,-85.67524641
275,Jefferson County,Bloom Elementary,275225,A1,Not a Title 1 School,ES,38.236521,-85.719781
275,Jefferson County,Engelhard Elementary,275240,A1,Title 1 Eligible - Schoolwide School,ES,38.238092,-85.754919
275,Jefferson County,Byck Elementary,275243,A1,Title 1 Eligible - Schoolwide School,ES,38.255806,-85.790384
275,Jefferson County,Field Elementary,275250,A1,Title 1 Eligible - No Program,ES,38.25246,-85.677991
275,Jefferson County,Brandeis Elementary,275260,A1,Title 1 Eligible - No Program,ES,38.243894,-85.800076
275,Jefferson County,Foster Traditional Academy,275270,A1,Title 1 Eligible - Schoolwide School,ES,38.236927,-85.819899
275,Jefferson County,Frayser Elementary,275290,A1,Title 1 Eligible - Schoolwide School,ES,38.208506,-85.779777
275,Jefferson County,Hazelwood Elementary,275300,A1,Title 1 Eligible - Schoolwide School,ES,38.180504,-85.785933
275,Jefferson County,Highland Middle,275320,A1,Title 1 Eligible - Schoolwide School,MS,38.223359,-85.706544
275,Jefferson County,Cochran Elementary,275323,A1,Title 1 Eligible - Schoolwide School,ES,38.224716,-85.764215
275,Jefferson County,Jacob Elementary,275325,A1,Title 1 Eligible - Schoolwide School,ES,38.191643,-85.796035
275,Jefferson County,Iroquois High,275335,A1,Title 1 Eligible - Schoolwide School,HS,38.172586,-85.781585
275,Jefferson County,Meyzeek Middle,275340,A1,Title 1 Eligible - No Program,MS,38.241518,-85.746545
275,Jefferson County,Norton Commons Elementary,275371,A1,Not a Title 1 School,ES,38.328247,-85.56404
275,Jefferson County,Young Elementary,275374,A1,Title 1 Eligible - Schoolwide School,ES,38.256721,-85.810229
275,Jefferson County,Jefferson County Traditional Middle,275396,A1,Title 1 Eligible - No Program,MS,38.240229,-85.727445
275,Jefferson County,King Elementary,275432,A1,Title 1 Eligible - Schoolwide School,ES,38.257532,-85.823471
275,Jefferson County,Noe Middle,275435,A1,Title 1 Eligible - No Program,MS,38.223247,-85.758602
275,Jefferson County,Mcferran Preparatory Academy,275440,A1,Title 1 Eligible - Schoolwide School,ES,38.221572,-85.775966
275,Jefferson County,Ackerly,275456,A6,Not a Title 1 School,HS,38.24794,-85.750868
275,Jefferson County,Mary Ryan Academy,275458,A3,Not a Title 1 School,HS,38.170919,-85.700386
275,Jefferson County,Jefferson Regional Juvenile Detention Ce,275463,A6,Not a Title 1 School,HS,38.254264,-85.763222
275,Jefferson County,Heuser Hearing & Language Academy,275465,A3,Not a Title 1 School,ES,38.23864797,-85.75367407
275,Jefferson County,Johnson Traditional Middle,275470,A1,Title 1 Eligible - Schoolwide School,MS,38.236275,-85.795736
275,Jefferson County,Maupin Elementary,275480,A1,Title 1 Eligible - Schoolwide School,ES,38.235986,-85.802059
275,Jefferson County,Portland Elementary,275500,A1,Title 1 Eligible - Schoolwide School,ES,38.274474,-85.802966
275,Jefferson County,Lincoln Elementary Performing Arts,275520,A1,Title 1 Eligible - No Program,ES,38.253984,-85.734239
275,Jefferson County,Roosevelt-Perry Elementary,275530,A1,Title I Eligible - Schoolwide School,ES,38.249549,-85.778643
275,Jefferson County,Rutherford Elementary,275560,A1,Title 1 Eligible - Schoolwide School,ES,38.172242,-85.768909
275,Jefferson County,Semple Elementary,275580,A1,Title 1 Eligible - Schoolwide School,ES,38.195602,-85.772019
275,Jefferson County,The Academy @ Shawnee,275590,A1,Title 1 Eligible - Schoolwide School,HS,38.262202,-85.815674
275,Jefferson County,The Academy @ Shawnee,275590,A1,Title I Eligible - Schoolwide School,MS,38.262202,-85.815674
275,Jefferson County,Shelby Traditional Academy,275610,A1,Title 1 Eligible - Schoolwide School,ES,38.223316,-85.74459
275,Jefferson County,Frederick Law Olmsted Academy North,275620,A1,Title 1 Eligible - Schoolwide School,MS,38.187038,-85.774089
275,Jefferson County,Coleridge-Taylor Montessori Elementary,275660,A1,Title 1 Eligible - Schoolwide School,ES,38.250505,-85.770174
275,Jefferson County,Carter Traditional Elementary,275680,A1,Title 1 Eligible - Schoolwide School,ES,38.228259,-85.814747
275,Jefferson County,Western Middle School for the Arts,275710,A1,Title 1 Eligible - Schoolwide School,MS,38.260542,-85.786455
275,Jefferson County,Kennedy Montessori Elementary,275720,A1,Title 1 Eligible - Schoolwide School,ES,38.231782,-85.81866
275,Jefferson County,Frederick Law Olmsted Academy South,275730,A1,Title 1 Eligible - Schoolwide School,MS,38.172172,-85.778692
275,Jefferson County,Home of the Innocents Discovery,275768,A6,Not a Title 1 School,HS,38.25187899,-85.73092966
275,Jefferson County,Home of the Innocents School,275769,A6,Not a Title 1 School,HS,38.25187899,-85.73092966
275,Jefferson County,Peace Academy,275784,A6,Not a Title 1 School,HS,38.21843227,-85.71047935
275,Jefferson County,Grace M. James Academy of Excellence,275800,A5,Title 1 Eligible - Schoolwide School,MS,38.249565,-85.778648
275,Jefferson County,Churchill Park School,275917,A3,Not a Title 1 School,HS,38.205957,-85.751759
275,Jefferson County,Ahrens Educational Resource Center,275920,A3,Not a Title 1 School,HS,38.249731,-85.752806
275,Jefferson County,Pathfinder School of Innovation,275951,A5,Not a Title 1 School,HS,38.240027,-85.750808
276,Jenkins Independent,Jenkins Independent School,276011,A1,Title I Eligible - Schoolwide School,MS,37.16218,-82.644195
276,Jenkins Independent,Jenkins Independent School,276011,A1,Title I Eligible - Schoolwide School,ES,37.16218,-82.644195
276,Jenkins Independent,Jenkins Independent School,276011,A1,Title 1 Eligible - Schoolwide School,HS,37.16218,-82.644195
281,Jessamine County,Hattie C. Warner Elementary School,281018,A1,Title 1 Eligible - Schoolwide School,ES,37.88363,-84.588332
281,Jessamine County,West Jessamine High School,281019,A1,Title 1 Eligible - No Program,HS,37.886675,-84.615802
281,Jessamine County,East Jessamine High School,281021,A1,Title 1 Eligible - No Program,HS,37.87662,-84.554823
281,Jessamine County,Jessamine Early Learning Village,281022,A1,Title 1 Eligible - Schoolwide School,ES,37.883479,-84.590214
281,Jessamine County,The Providence School,281023,A5,Title 1 Eligible - Schoolwide School,HS,37.858891,-84.665485
281,Jessamine County,Jessamine Career and Technology Center,281024,A2,Not a Title 1 School,HS,37.884013,-84.59236
281,Jessamine County,East Jessamine Middle School,281025,A1,Title 1 Eligible - Schoolwide School,MS,37.886042,-84.544218
281,Jessamine County,West Jessamine Middle School,281026,A1,Title 1 Eligible - Schoolwide School,MS,37.88457,-84.607153
281,Jessamine County,Ashgrove Academy,281030,A6,Not a Title 1 School,HS,37.949951,-84.535816
281,Jessamine County,Red Oak Elementary School,281040,A1,Title 1 Eligible - Schoolwide School,ES,37.88407534,-84.5437505
281,Jessamine County,Nicholasville Elementary School,281050,A1,Title 1 Eligible - Schoolwide School,ES,37.879994,-84.578596
281,Jessamine County,Rosenwald Dunbar Elementary School,281060,A1,Title 1 Eligible - Schoolwide School,ES,37.884625,-84.608801
281,Jessamine County,Brookside Elementary School,281070,A1,Title 1 Eligible - Schoolwide School,ES,37.886613,-84.588259
281,Jessamine County,Wilmore Elementary School,281090,A1,Title 1 Eligible - Schoolwide School,ES,37.855832,-84.650327
285,Johnson County,Johnson County Eagle Academy,285050,A5,Title 1 Eligible - Schoolwide School,HS,37.755885,-82.77816
285,Johnson County,Johnson County Middle School,285060,A1,Title 1 Eligible - Schoolwide School,MS,37.820631,-82.815359
285,Johnson County,Central Elementary School,285075,A1,Title 1 Eligible - Schoolwide School,ES,37.812383,-82.778107
285,Johnson County,Flat Gap Elementary School,285100,A1,Title 1 Eligible - Schoolwide School,ES,37.93633,-82.887604
285,Johnson County,Johnson Central High School,285115,A1,Title 1 Eligible - No Program,HS,37.821424,-82.817011
285,Johnson County,Porter Elementary School,285250,A1,Title 1 Eligible - Schoolwide School,ES,37.755092,-82.776511
285,Johnson County,Meade Memorial Elementary School,285270,,,ES,,
285,Johnson County,W R Castle Memorial Elementary School,285320,A1,Title 1 Eligible - Schoolwide School,ES,37.863646,-82.789655
285,Johnson County,Highland Elementary School,285340,A1,Title 1 Eligible - Schoolwide School,ES,37.936353,-82.887606
291,Kenton County,Beechgrove Elementary School,291005,A1,Title 1 Eligible - Schoolwide School,ES,38.964923,-84.598245
291,Kenton County,River Ridge Elementary School,291006,A1,Title 1 Eligible - Schoolwide School,ES,39.062314,-84.607248
291,Kenton County,Summit View Elementary School,291007,,,ES,,
291,Kenton County,Summit View Middle School,291008,,,MS,,
291,Kenton County,James A Caywood Elementary School,291020,A1,Title 1 Eligible - Schoolwide School,ES,39.010965,-84.581209
291,Kenton County,Dixie Heights High School,291040,A1,Not a Title 1 School,HS,39.023074,-84.586136
291,Kenton County,R C Hinsdale Elementary School,291045,A1,Not a Title 1 School,ES,39.007316,-84.560407
291,Kenton County,Kenton Elementary School,291050,A1,Title 1 Eligible - Schoolwide School,ES,38.922022,-84.543511
291,Kenton County,Northern Ky Youth Dev Center,291055,A6,Not a Title 1 School,HS,38.818136,-84.606631
291,Kenton County,Ft Wright Elementary School,291060,A1,Title 1 Eligible - Schoolwide School,ES,39.048525,-84.527274
291,Kenton County,Piner Elementary School,291070,A1,Title 1 Eligible - Schoolwide School,ES,38.833196,-84.535326
291,Kenton County,Ryland Heights Elementary School,291080,A1,Title 1 Eligible - Schoolwide School,ES,38.956125,-84.472797
291,Kenton County,Simon Kenton High School,291090,A1,Not a Title 1 School,HS,38.924306,-84.544374
291,Kenton County,Taylor Mill Elementary School,291100,A1,Title 1 Eligible - Schoolwide School,ES,38.978984,-84.501986
291,Kenton County,Turkey Foot Middle School,291103,A1,Title 1 Eligible - No Program,MS,39.013237,-84.580519
291,Kenton County,Twenhofel Middle School,291105,A1,Title 1 Eligible - No Program,MS,38.914465,-84.527349
291,Kenton County,Woodland Middle School,291108,A1,Title 1 Eligible - No Program,MS,38.9955,-84.508534
291,Kenton County,Scott High School,291120,A1,Title 1 Eligible - No Program,HS,38.997015,-84.507316
291,Kenton County,Summit View Academy,291475,A1,Title I Eligible - Schoolwide School,ES,38.959342,-84.539609
291,Kenton County,Summit View Academy,291475,A1,Title 1 Eligible - Schoolwide School,MS,38.959342,-84.539609
291,Kenton County,White's Tower Elementary School,291495,A1,Title 1 Eligible - Schoolwide School,ES,38.92174,-84.518898
295,Knott County,Beaver Creek Elementary School,295035,A1,Title I Eligible - Schoolwide School,ES,37.341703,-82.812095
295,Knott County,Beaver Creek Elementary School,295035,A1,Title 1 Eligible - Schoolwide School,MS,37.341703,-82.812095
295,Knott County,Carr Creek Elementary School,295100,A1,Title I Eligible - Schoolwide School,ES,37.25527,-82.94364
295,Knott County,Carr Creek Elementary School,295100,A1,Title 1 Eligible - Schoolwide School,MS,37.25527,-82.94364
295,Knott County,Cordia School,295150,A1,Title I Eligible - Schoolwide School,MS,37.283572,-83.117893
295,Knott County,Cordia School,295150,A1,Title I Eligible - Schoolwide School,ES,37.283572,-83.117893
295,Knott County,Cordia School,295150,A1,Title 1 Eligible - Schoolwide School,HS,37.283572,-83.117893
295,Knott County,Emmalena Elementary School,295210,A1,Title I Eligible - Schoolwide School,ES,37.336075,-83.0769
295,Knott County,Emmalena Elementary School,295210,A1,Title 1 Eligible - Schoolwide School,MS,37.336075,-83.0769
295,Knott County,Hindman Elementary School,295230,A1,Title 1 Eligible - Schoolwide School,MS,37.330376,-82.994414
295,Knott County,Hindman Elementary School,295230,A1,Title I Eligible - Schoolwide School,ES,37.330376,-82.994414
295,Knott County,Jones Fork Elementary School,295255,A1,Title 1 Eligible - Schoolwide School,MS,37.417781,-82.878781
295,Knott County,Jones Fork Elementary School,295255,A1,Title I Eligible - Schoolwide School,ES,37.417781,-82.878781
295,Knott County,Knott County Central High School,295265,A1,Title 1 Eligible - Schoolwide School,HS,37.323848,-82.968932
301,Knox County,Knox Appalachian School,301022,A6,Not a Title 1 School,HS,36.868712,-83.840332
301,Knox County,Knox County Middle School,301023,A1,Title 1 Eligible - Schoolwide School,MS,36.867941,-83.891186
301,Knox County,Central Elementary School,301071,A1,Title 1 Eligible - Schoolwide School,ES,36.856233,-83.851216
301,Knox County,Knox County Day Treatment,301140,A6,Not a Title 1 School,HS,36.867689,-83.890454
301,Knox County,Knox County Learning Academy,301150,A5,Not a Title 1 School,HS,36.867332,-83.891679
301,Knox County,Knox Inspire Academy,301155,A5,Not a Title 1 School,HS,36.865873,-83.887104
301,Knox County,Dewitt Elementary School,301170,A1,Title 1 Eligible - Schoolwide School,ES,36.83967,-83.78114
301,Knox County,Flat Lick Elementary School,301240,A1,Title 1 Eligible - Schoolwide School,ES,36.839732,-83.781257
301,Knox County,Girdler Elementary School,301260,A1,Title 1 Eligible - Schoolwide School,ES,36.938445,-83.841078
301,Knox County,G R Hampton Elementary School,301320,A1,Title 1 Eligible - Schoolwide School,ES,36.849464,-83.886836
301,Knox County,Knox Central High School,301410,A1,Title 1 Eligible - Schoolwide School,HS,36.868824,-83.832778
301,Knox County,Jesse D Lay Elementary School,301430,A1,Title 1 Eligible - Schoolwide School,ES,36.870747,-83.882012
301,Knox County,Lynn Camp Schools,301450,A1,Title I Eligible - Schoolwide School,MS,36.950759,-84.036164
301,Knox County,Lynn Camp Schools,301450,A1,Title I Eligible - Schoolwide School,ES,36.950759,-84.036164
301,Knox County,Lynn Camp Schools,301450,A1,Title 1 Eligible - Schoolwide School,HS,36.950759,-84.036164
305,LaRue County,Abraham Lincoln Elementary School,305015,A1,Title 1 Eligible - Schoolwide School,ES,37.54391,-85.73688
305,LaRue County,Hodgenville Elementary School,305030,A1,Title 1 Eligible - Schoolwide School,ES,37.552279,-85.727444
305,LaRue County,LaRue County High School,305040,A1,Title 1 Eligible - No Program,HS,37.554581,-85.733281
305,LaRue County,LaRue County Middle School,305045,A1,Title 1 Eligible - No Program,MS,37.555817,-85.733742
305,LaRue County,The Life Connection,305100,A6,Not a Title 1 School,HS,37.47444782,-85.79742124
311,Laurel County,London Elementary School,311010,A1,Title 1 Eligible - Schoolwide School,ES,37.13205181,-84.08653943
311,Laurel County,McDaniel Learning Center,311016,A5,Not a Title 1 School,HS,37.10202264,-84.07143303
311,Laurel County,Wyan-Pine Grove Elementary,311018,A1,Title 1 Eligible - Schoolwide School,ES,37.07818902,-84.1024619
311,Laurel County,Laurel County Virtual Academy,311019,A5,Not a Title 1 School,HS,37.13272,-84.087281
311,Laurel County,Bush Elementary School,311030,A1,Title 1 Eligible - Schoolwide School,ES,37.11428091,-84.02045712
311,Laurel County,South Laurel Middle School,311040,A1,Title 1 Eligible - Schoolwide School,MS,37.104124,-84.073828
311,Laurel County,Laurel County Day Treatment,311050,A6,Not a Title 1 School,HS,37.08563587,-83.92241211
311,Laurel County,Camp Ground Elementary School,311055,A1,Title 1 Eligible - Schoolwide School,ES,37.03762457,-84.00114204
311,Laurel County,Laurel Co Schools Center for Innovation,311060,A2,Not a Title 1 School,HS,37.122751,-84.057439
311,Laurel County,Colony Elementary School,311070,A1,Title 1 Eligible - Schoolwide School,ES,37.15452116,-84.18698048
311,Laurel County,Hazel Green Elementary School,311130,A1,Title 1 Eligible - Schoolwide School,ES,37.22072034,-84.1013913
311,Laurel County,Johnson Elementary School,311165,A1,Title 1 Eligible - Schoolwide School,ES,37.15970878,-84.05049507
311,Laurel County,Hunter Hills Elementary School,311175,A1,Title 1 Eligible - Schoolwide School,ES,36.99626455,-84.08077437
311,Laurel County,Keavy Elementary School,311180,A1,Title 1 Eligible - Schoolwide School,ES,37.000332,-84.17044
311,Laurel County,North Laurel Middle School,311200,A1,Title 1 Eligible - Schoolwide School,MS,37.13250956,-84.05231418
311,Laurel County,North Laurel High School,311205,A1,Not a Title 1 School,HS,37.14797773,-84.07719492
311,Laurel County,South Laurel High School,311210,A1,Not a Title 1 School,HS,37.10364237,-84.07208009
311,Laurel County,Sublimity Elementary School,311420,A1,Title 1 Eligible - Schoolwide School,ES,37.09031082,-84.08143327
311,Laurel County,Cold Hill Elementary School,311430,A1,Title 1 Eligible - Schoolwide School,ES,37.0670801,-84.14528252
315,Lawrence County,Louisa East Elementary School,315020,A1,Title 1 Eligible - Schoolwide School,ES,38.11289543,-82.60089082
315,Lawrence County,Louisa West Elementary School,315021,A1,Title 1 Eligible - Schoolwide School,ES,38.112425,-82.606923
315,Lawrence County,Blaine Elementary School,315030,A1,Title I Eligible - Schoolwide School,ES,38.03179,-82.846547
315,Lawrence County,Blaine Elementary School,315030,A1,Title 1 Eligible - Schoolwide School,MS,38.03179,-82.846547
315,Lawrence County,Fallsburg Elementary School,315150,A1,Title 1 Eligible - Schoolwide School,MS,38.18014,-82.679851
315,Lawrence County,Fallsburg Elementary School,315150,A1,Title I Eligible - Schoolwide School,ES,38.18014,-82.679851
315,Lawrence County,Louisa Middle School,315200,A1,Title 1 Eligible - Schoolwide School,MS,38.093634,-82.606309
315,Lawrence County,Lawrence County High School,315260,A1,Title 1 Eligible - Schoolwide School,HS,38.097481,-82.605428
321,Lee County,Beattyville Elementary,321010,,,ES,,
321,Lee County,Lee County High School,321050,,,HS,,
321,Lee County,Lee County Middle School,321055,,,MS,,
321,Lee County,Lee County Middle High School,321060,A1,Title 1 Eligible - Schoolwide School,HS,37.581505,-83.708751
321,Lee County,Lee County Middle High School,321060,A1,Title I Eligible - Schoolwide School,MS,37.581505,-83.708751
321,Lee County,Lee County Elementary School,321100,A1,Title 1 Eligible - Schoolwide School,ES,37.550797,-83.7178
325,Leslie County,Hayes Lewis Elementary School,325280,A1,Title I Eligible - Schoolwide School,ES,37.079142,-83.234659
325,Leslie County,Hayes Lewis Elementary School,325280,A1,Title 1 Eligible - Schoolwide School,MS,37.079142,-83.234659
325,Leslie County,Mountain View Elementary,325300,A1,Title 1 Eligible - Schoolwide School,MS,37.164306,-83.400173
325,Leslie County,Mountain View Elementary,325300,A1,Title I Eligible - Schoolwide School,ES,37.164306,-83.400173
325,Leslie County,Leslie County Middle School,325335,,,MS,,
325,Leslie County,Leslie County High School,325350,A1,Title 1 Eligible - No Program,HS,37.146086,-83.379708
325,Leslie County,W B Muncy Elementary School,325420,A1,Title I Eligible - Schoolwide School,ES,37.183263,-83.302593
325,Leslie County,W B Muncy Elementary School,325420,A1,Title 1 Eligible - Schoolwide School,MS,37.183263,-83.302593
325,Leslie County,Stinnett Elementary School,325570,A1,Title 1 Eligible - Schoolwide School,MS,37.067129,-83.408246
325,Leslie County,Stinnett Elementary School,325570,A1,Title I Eligible - Schoolwide School,ES,37.067129,-83.408246
331,Letcher County,Letcher Elementary & Middle School,331050,,,ES,,
331,Letcher County,Letcher Elementary & Middle School,331050,A1,Title 1 Eligible - Schoolwide School,MS,37.155856,-82.935183
331,Letcher County,Letcher County Alternative Education Ctr,331055,A5,Not a Title 1 School,HS,37.113883,-82.80604
331,Letcher County,Letcher County Central High School,331056,A1,Title 1 Eligible - No Program,HS,37.119149,-82.789841
331,Letcher County,Beckham Bates Elementary School,331125,,,ES,,
331,Letcher County,Beckham Bates Elementary School,331125,,,MS,,
331,Letcher County,Arlie Boggs Elementary School,331210,A1,Title I Eligible - Schoolwide School,ES,37.054096,-82.796547
331,Letcher County,Arlie Boggs Elementary School,331210,A1,Title 1 Eligible - Schoolwide School,MS,37.054096,-82.796547
331,Letcher County,Fleming Neon Middle School,331250,A1,Title I Eligible - Schoolwide School,ES,37.191789,-82.71195
331,Letcher County,Fleming Neon Middle School,331250,A1,Title 1 Eligible - Schoolwide School,MS,37.191789,-82.71195
331,Letcher County,Letcher Elementary School,331350,A1,Title I Eligible - Schoolwide School,MS,37.155863,-82.935192
331,Letcher County,Letcher Elementary School,331350,A1,Title I Eligible - Schoolwide School,ES,37.155863,-82.935192
331,Letcher County,Letcher Middle School,331355,A1,Title I Eligible - Schoolwide School,MS,37.156431,-82.935112
331,Letcher County,Cowan Elementary School,331380,A1,Title 1 Eligible - Schoolwide School,MS,37.094199,-82.842832
331,Letcher County,Cowan Elementary School,331380,A1,Title I Eligible - Schoolwide School,ES,37.094199,-82.842832
331,Letcher County,Martha Jane Potter Elementary School,331425,A1,Title 1 Eligible - Schoolwide School,ES,37.157341,-82.740379
331,Letcher County,Martha Jane Potter Elementary School,331425,A1,Title I Eligible - Schoolwide School,MS,37.157341,-82.740379
331,Letcher County,West Whitesburg Elementary School,331650,A1,Title 1 Eligible - Schoolwide School,ES,37.120061,-82.836516
331,Letcher County,Whitesburg Middle School,331710,A1,Title 1 Eligible - Schoolwide School,MS,37.119583,-82.836338
335,Lewis County,Garrison Elementary School,335040,A1,Title 1 Eligible - Schoolwide School,ES,38.603328,-83.171649
335,Lewis County,Laurel Elementary School,335090,A1,Title 1 Eligible - Schoolwide School,ES,38.444036,-83.265877
335,Lewis County,Lewis County Central Elementary School,335095,A1,Title 1 Eligible - Schoolwide School,ES,38.596406,-83.322125
335,Lewis County,Lewis County Middle School,335100,A1,Title 1 Eligible - Schoolwide School,MS,38.596531,-83.344216
335,Lewis County,Lewis County High School,335120,A1,Title 1 Eligible - No Program,HS,38.600311,-83.344966
335,Lewis County,Tollesboro Elementary School,335140,A1,Title 1 Eligible - Schoolwide School,ES,38.559232,-83.556572
335,Lewis County,Foster Meade Career & Technical Center,335970,A2,Not a Title 1 School,HS,38.599622,-83.34382
341,Lincoln County,Lloyd Mcguffey Sixth Grade Center,341023,,,MS,,
341,Lincoln County,Crab Orchard Elementary School,341040,A1,Title 1 Eligible - Schoolwide School,ES,37.468526,-84.508192
341,Lincoln County,Highland Elementary School,341050,A1,Title 1 Eligible - Schoolwide School,ES,37.428594,-84.644534
341,Lincoln County,Lincoln County Middle School,341065,A1,Title 1 Eligible - Schoolwide School,MS,37.514093,-84.653139
341,Lincoln County,Hustonville Elementary School,341070,A1,Title 1 Eligible - Schoolwide School,ES,37.473703,-84.819028
341,Lincoln County,Lincoln County High School,341095,A1,Title 1 Eligible - Schoolwide School,HS,37.512289,-84.655639
341,Lincoln County,McKinney Elementary School,341100,A1,Title I Eligible - Schoolwide School,ES,37.448673,-84.762068
341,Lincoln County,Stanford Elementary School,341130,A1,Title 1 Eligible - Schoolwide School,ES,37.54438,-84.672529
341,Lincoln County,Waynesburg Elementary School,341150,A1,Title 1 Eligible - Schoolwide School,ES,37.33345,-84.66515
345,Livingston County,North Livingston Elementary School,345020,A1,Title 1 Eligible - Schoolwide School,ES,37.234386,-88.377357
345,Livingston County,South Livingston Elementary School,345021,A1,Title 1 Eligible - Schoolwide School,ES,37.082495,-88.382565
345,Livingston County,Livingston Central High School,345050,A1,Title 1 Eligible - Schoolwide School,HS,37.132056,-88.404142
345,Livingston County,Livingston County Middle School,345065,A1,Title 1 Eligible - Schoolwide School,MS,37.232992,-88.377594
351,Logan County,Adairville Elementary School,351011,A1,Title 1 Eligible - Schoolwide School,MS,36.673335,-86.854639
351,Logan County,Adairville Elementary School,351011,A1,Title I Eligible - Schoolwide School,ES,36.673335,-86.854639
351,Logan County,Auburn Elementary School,351012,A1,Title I Eligible - Schoolwide School,ES,36.864343,-86.714157
351,Logan County,Auburn Elementary School,351012,A1,Title 1 Eligible - Schoolwide School,MS,36.864343,-86.714157
351,Logan County,Chandlers Elementary School,351013,A1,Title 1 Eligible - Schoolwide School,MS,36.920157,-86.824592
351,Logan County,Chandlers Elementary School,351013,A1,Title I Eligible - Schoolwide School,ES,36.920157,-86.824592
351,Logan County,Lewisburg Elementary School,351014,A1,Title I Eligible - Schoolwide School,ES,36.985457,-86.947146
351,Logan County,Lewisburg Elementary School,351014,A1,Title 1 Eligible - Schoolwide School,MS,36.985457,-86.947146
351,Logan County,Olmstead Elementary School,351016,A1,Title 1 Eligible - Schoolwide School,MS,36.75343,-87.010506
351,Logan County,Olmstead Elementary School,351016,A1,Title I Eligible - Schoolwide School,ES,36.75343,-87.010506
351,Logan County,The Academy,351030,A5,Not a Title 1 School,HS,36.845114,-86.847607
351,Logan County,Cougar Virtual Academy,351035,A5,Not a Title 1 School,ES,36.84443,-86.848042
351,Logan County,Logan County High School,351140,A1,Title 1 Eligible - No Program,HS,36.84441,-86.847993
354,Ludlow Independent,Mary A. Goetz Elementary School,354010,A1,Title 1 Eligible - Schoolwide School,ES,39.091182,-84.552769
