SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20132014,2,ALLEN,5,Allen County,15,James E Bazzell Middle School,5015,2005015,210007000009,6877,476.41,494,251,50.8%,243,49.2%,464,93.9%,7,1.4%,18,3.6%,1,0.2%,0,0.0%,0,0.0%,4,0.8%,236,47.8%,49,9.9%,95.2%,1.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,28,9.63,18.25,26.25,0.63,0.00,1.00,0.00,0.00,,27.88,1,0.0%,10.7,25.6%,37.2%,11.6%,0.0%,0.0%,74.0%,0.0%,2.5:1,100%,312,52,1,225,GRREC,902
20132014,2,ALLEN,5,Allen County,,---District Total---,5,,,9248,2741.82,2858,1459,51.0%,1399,49.0%,"2,684",93.9%,29,1.0%,89,3.1%,10,0.3%,2,0.1%,0,0.0%,44,1.5%,"1,562",54.7%,211,7.4%,94.6%,1.0%,1.1%,N/A,78,39.6%,76,38.6%,2,1.0%,N/A,N/A,N/A,N/A,39,19.8%,N/A,N/A,17,N/A,16:1,181,32.00,149.00,177.00,2.00,1.00,1.00,0.00,0.00,,181.00,15,0.3%,11.7,14.5%,49.1%,22.0%,0.0%,0.0%,86.0%,2.0%,1.9:1,100%,1958,120,5,"8,012",GRREC,902
20132014,56,JEFFERSON,6,Anchorage Independent,10,Anchorage Independent Public School,6010,56006010,210009000014,19682,358.7,370,193,52.2%,177,47.8%,334,90.3%,0,0.0%,5,1.4%,22,5.9%,0,0.0%,0,0.0%,9,2.4%,4,1.1%,2,0.5%,97.4%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,39,4.00,35.00,38.00,1.00,0.00,0.00,0.00,0.00,,39.00,5,0.0%,15.9,6.5%,45.7%,39.1%,0.0%,2.2%,94.0%,0.0%,1:1,100%,368,80,4,"10,890",OVEC,906
20132014,56,JEFFERSON,6,Anchorage Independent,,---District Total---,6,,,19416,358.7,370,193,52.2%,177,47.8%,334,90.3%,0,0.0%,5,1.4%,22,5.9%,0,0.0%,0,0.0%,9,2.4%,4,1.1%,2,0.5%,97.4%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,39,4.00,35.00,38.00,1.00,0.00,0.00,0.00,0.00,,39.00,5,0.0%,15.9,6.5%,45.7%,39.1%,0.0%,2.2%,94.0%,0.0%,1:1,100%,368,80,4,"10,890",OVEC,906
20132014,3,ANDERSON,11,Anderson County,20,Anderson County High School,11020,3011020,210012000016,6188,1073.29,1141,599,52.5%,542,47.5%,"1,037",90.9%,20,1.8%,24,2.1%,4,0.4%,3,0.3%,0,0.0%,53,4.6%,370,32.4%,92,8.1%,92.3%,6.5%,0.7%,N/A,167,59.2%,159,56.4%,8,2.8%,N/A,N/A,N/A,N/A,22,7.8%,N/A,N/A,9,N/A,17:1,67,29.00,38.00,66.00,1.00,0.00,0.00,0.00,0.00,,67.00,7,0.0%,10.8,12.9%,41.2%,32.9%,0.0%,0.0%,87.0%,0.0%,3.4:1,100%,561,55,2,500,CKEC,901
20132014,3,ANDERSON,11,Anderson County,25,Anderson County Middle School,11025,3011025,210012000017,5492,792.3,829,410,49.5%,419,50.5%,749,90.3%,15,1.8%,27,3.3%,4,0.5%,0,0.0%,0,0.0%,34,4.1%,326,39.3%,71,8.6%,94.8%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,44,15.00,29.00,44.00,0.00,0.00,0.00,0.00,0.00,,44.00,4,0.0%,10,11.8%,41.2%,35.3%,0.0%,0.0%,88.0%,0.0%,3.4:1,100%,293,37,4,758,CKEC,901
20132014,3,ANDERSON,11,Anderson County,110,Emma B. Ward Elementary School,11110,3011110,210012000021,6343,482.2,503,263,52.3%,240,47.7%,454,90.3%,13,2.6%,14,2.8%,6,1.2%,0,0.0%,0,0.0%,16,3.2%,199,39.6%,39,7.8%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33,4.00,29.00,32.00,0.00,1.00,0.00,0.00,0.00,,33.00,4,0.0%,10.4,13.8%,44.8%,27.6%,0.0%,0.0%,86.0%,0.0%,2.8:1,100%,315,50,12,"3,000",CKEC,901
20132014,3,ANDERSON,11,Anderson County,120,Ezra Sparrow Early Childhood Center,11120,3011120,210012001298,14713,191.51,201,102,50.7%,99,49.3%,174,86.6%,5,2.5%,9,4.5%,2,1.0%,0,0.0%,0,0.0%,11,5.5%,98,48.8%,13,6.5%,94.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,20,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,,20.00,1,0.0%,7.4,22.2%,55.6%,0.0%,0.0%,0.0%,78.0%,0.0%,2:1,100%,201,45,5,350,CKEC,901
20132014,3,ANDERSON,11,Anderson County,30,Phoenix Academy,11030,3011030,210012002371,17174,20.39,21,15,71.4%,6,28.6%,20,95.2%,0,0.0%,1,4.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,0,0.0%,19.3,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,1.0%,1.7:1,100%,25,0,0,15,CKEC,901
20132014,3,ANDERSON,11,Anderson County,22,Robert B. Turner Elementary School,11022,3011022,210012001955,5841,551.56,573,296,51.7%,277,48.3%,536,93.5%,7,1.2%,14,2.4%,4,0.7%,1,0.2%,0,0.0%,11,1.9%,242,42.2%,39,6.8%,95.7%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,35,2.00,33.00,35.00,0.00,0.00,0.00,0.00,0.00,,35.00,1,0.0%,9.6,15.2%,42.4%,27.3%,0.0%,0.0%,85.0%,0.0%,3.3:1,100%,503,23,2,753,CKEC,901
20132014,3,ANDERSON,11,Anderson County,50,Saffell Street Elementary School,11050,3011050,210012000018,6191,459.73,484,235,48.6%,249,51.4%,425,87.8%,9,1.9%,20,4.1%,1,0.2%,1,0.2%,0,0.0%,28,5.8%,257,53.1%,42,8.7%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,28,2.00,26.00,28.00,0.00,0.00,0.00,0.00,0.00,,28.00,3,0.0%,12.9,23.5%,38.2%,14.7%,0.0%,0.0%,76.0%,0.0%,3:1,100%,379,23,2,968,CKEC,901
20132014,3,ANDERSON,11,Anderson County,,---District Total---,11,,,8706,3570.97,3752,1920,51.2%,1832,48.8%,"3,395",90.5%,69,1.8%,109,2.9%,21,0.6%,5,0.1%,0,0.0%,153,4.1%,"1,492",39.8%,296,7.9%,94.4%,3.1%,0.5%,N/A,167,59.2%,159,56.4%,8,2.8%,N/A,N/A,N/A,N/A,22,7.8%,N/A,N/A,9,N/A,17:1,227,52.00,175.00,225.00,1.00,1.00,0.00,0.00,0.00,,227.00,20,0.0%,10.6,15.0%,42.5%,27.6%,0.0%,0.0%,85.0%,1.0%,3.1:1,100%,2277,233,27,"6,344",CKEC,901
20132014,10,BOYD,12,Ashland Independent,11,Ashland Central School,12011,10012011,210015001880,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,0,0.0%,2,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,,,,,KEDC,903
20132014,10,BOYD,12,Ashland Independent,50,Ashland Middle School,12050,10012050,210015000023,8014,436.57,454,244,53.7%,210,46.3%,414,91.2%,18,4.0%,11,2.4%,3,0.7%,1,0.2%,0,0.0%,7,1.5%,231,50.9%,26,5.7%,95.6%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28,11.30,17.10,28.40,0.00,0.00,0.00,0.00,0.00,,28.40,0,0.0%,17.8,11.6%,46.5%,30.2%,0.0%,0.0%,88.0%,0.0%,2.9:1,100%,200,26,15,"1,000",KEDC,903
20132014,10,BOYD,12,Ashland Independent,130,Charles Russell Elementary School,12130,10012130,210015000031,8720,306.68,323,151,46.7%,172,53.3%,298,92.3%,4,1.2%,7,2.2%,1,0.3%,1,0.3%,0,0.0%,12,3.7%,170,52.6%,16,5.0%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,21,3.00,17.70,20.70,0.00,0.00,0.00,0.00,0.00,,20.70,0,0.0%,16.5,7.1%,53.6%,32.1%,0.0%,0.0%,93.0%,0.0%,2.6:1,100%,200,17,3,"1,750",KEDC,903
20132014,10,BOYD,12,Ashland Independent,70,Crabbe Elementary School,12070,10012070,210015000025,8445,362.74,387,195,50.4%,192,49.6%,320,82.7%,27,7.0%,17,4.4%,2,0.5%,0,0.0%,0,0.0%,21,5.4%,335,86.6%,20,5.2%,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,23,3.50,19.60,23.10,0.00,0.00,0.00,0.00,0.00,,23.10,0,0.0%,15.1,16.7%,33.3%,33.3%,0.0%,0.0%,83.0%,0.0%,3.1:1,100%,100,15,3,"1,800",KEDC,903
20132014,10,BOYD,12,Ashland Independent,80,Hager Elementary School,12080,10012080,210015000026,6938,336.13,345,178,51.6%,167,48.4%,311,90.1%,7,2.0%,12,3.5%,2,0.6%,0,0.0%,0,0.0%,13,3.8%,140,40.6%,20,5.8%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,20,0.00,19.60,19.60,0.00,0.00,0.00,0.00,0.00,,19.60,0,0.0%,17.2,14.3%,57.1%,14.3%,0.0%,0.0%,86.0%,0.0%,2.8:1,100%,310,35,7,555,KEDC,903
20132014,10,BOYD,12,Ashland Independent,100,Oakview Elementary School,12100,10012100,210015000028,7673,413.41,432,236,54.6%,196,45.4%,394,91.2%,17,3.9%,7,1.6%,3,0.7%,0,0.0%,1,0.2%,10,2.3%,237,54.9%,27,6.3%,95.8%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28,4.00,24.40,28.40,0.00,0.00,0.00,0.00,0.00,,28.40,0,0.0%,13.9,15.8%,52.6%,15.8%,0.0%,0.0%,84.0%,0.0%,4:1,100%,412,11,16,"1,068",KEDC,903
20132014,10,BOYD,12,Ashland Independent,10,Paul G. Blazer High School,12010,10012010,210015000022,6829,821.97,852,397,46.6%,455,53.4%,760,89.2%,51,6.0%,9,1.1%,3,0.4%,1,0.1%,0,0.0%,28,3.3%,368,43.2%,44,5.2%,94.2%,0.2%,1.0%,N/A,161,72.5%,150,67.6%,11,5.0%,N/A,N/A,N/A,N/A,11,5.0%,N/A,N/A,4,N/A,17:1,51,23.70,26.90,48.60,2.00,0.00,0.00,0.00,0.00,,50.60,2,0.0%,14.2,14.3%,52.4%,17.5%,0.0%,1.6%,86.0%,2.0%,3.6:1,100%,186,17,2,"2,140",KEDC,903
20132014,10,BOYD,12,Ashland Independent,110,Poage Elementary School,12110,10012110,210015000029,9986,244.49,244,123,50.4%,121,49.6%,215,88.1%,4,1.6%,1,0.4%,1,0.4%,0,0.0%,0,0.0%,23,9.4%,138,56.6%,5,2.0%,95.2%,1.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,18,2.50,15.20,17.70,0.00,0.00,0.00,0.00,0.00,,17.70,0,0.0%,11.8,14.8%,48.1%,22.2%,0.0%,0.0%,85.0%,0.0%,1.8:1,100%,179,35,5,354,KEDC,903
20132014,10,BOYD,12,Ashland Independent,,---District Total---,12,,,9741,2921.98,3037,1524,50.2%,1513,49.8%,"2,712",89.3%,128,4.2%,64,2.1%,15,0.5%,3,0.1%,1,0.0%,114,3.8%,"1,619",53.3%,158,5.2%,95.3%,0.3%,0.8%,N/A,161,72.5%,150,67.6%,11,5.0%,N/A,N/A,N/A,N/A,11,5.0%,N/A,N/A,4,N/A,16:1,193,48.00,144.50,190.50,2.00,0.00,0.00,0.00,0.00,,192.50,2,0.0%,15,13.4%,49.1%,23.8%,0.0%,0.4%,87.0%,2.0%,3:1,100%,1587,156,51,"8,667",KEDC,903
20132014,12,BRACKEN,13,Augusta Independent,11,Augusta Independent School,13011,12013011,210018001968,9649,276.54,288,148,51.4%,140,48.6%,276,95.8%,10,3.5%,1,0.3%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,177,61.5%,34,11.8%,95.1%,0.5%,0.0%,N/A,11,44.0%,10,40.0%,1,4.0%,N/A,N/A,N/A,N/A,3,12.0%,N/A,N/A,2,N/A,14:1,21,4.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,,21.00,0,0.0%,6.6,25.9%,37.0%,11.1%,0.0%,0.0%,74.0%,2.0%,1.9:1,100%,248,0,0,"1,938",KEDC,903
20132014,12,BRACKEN,13,Augusta Independent,,---District Total---,13,,,9520,276.54,288,148,51.4%,140,48.6%,276,95.8%,10,3.5%,1,0.3%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,177,61.5%,34,11.8%,95.1%,0.5%,0.0%,N/A,11,44.0%,10,40.0%,1,4.0%,N/A,N/A,N/A,N/A,3,12.0%,N/A,N/A,2,N/A,14:1,21,4.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,,21.00,0,0.0%,6.6,25.9%,37.0%,11.1%,0.0%,0.0%,74.0%,2.0%,1.9:1,100%,248,0,0,"1,938",KEDC,903
20132014,4,BALLARD,15,Ballard County,50,Ballard County Elementary School,15050,4015050,210021000356,6348,538.63,556,288,51.8%,268,48.2%,503,90.5%,14,2.5%,4,0.7%,1,0.2%,3,0.5%,0,0.0%,31,5.6%,280,50.4%,20,3.6%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,35,1.00,34.00,35.00,0.00,0.00,0.00,0.00,0.00,,35.00,1,0.0%,11.7,13.9%,61.1%,11.1%,0.0%,0.0%,86.0%,0.0%,4.1:1,100%,162,47,3,697,WKEC,908
