SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,056,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,056275260,210299000742,"",909,A1,480,730,650,1380,12345,1047,13392,15416
20202021,056,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,056275270,210299000745,"",909,A1,574,1494,773,2267,10582,1016,11598,14496
20202021,056,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,056275290,210299000747,"",909,A1,309,1982,967,2949,17996,1203,19199,22788
20202021,056,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,056275300,210299000748,"",909,A1,370,2292,856,3148,14072,1091,15163,19025
20202021,056,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,056275320,210299000750,"",909,A1,876,1252,630,1882,10518,1185,11703,15471
20202021,056,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,056275323,210299000751,"",909,A1,323,1906,827,2733,14287,1228,15515,18851
20202021,056,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,056275325,210299000752,"",909,A1,438,1791,1011,2802,13023,1143,14166,17607
20202021,056,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,056275335,210299000753,"",909,A1,1161,1845,874,2719,14042,1255,15297,18713
20202021,056,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,056275340,210299000754,"",909,A1,1045,905,614,1519,9822,1120,10942,13088
20202021,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,210299002430,"",909,A1,521,1111,648,1759,11411,1057,12468,14830
20202021,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,"",909,A1,275,1852,1066,2918,18199,1206,19405,22956
20202021,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,"",909,A1,926,648,604,1252,10466,1130,11596,13740
20202021,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,"",909,A1,367,1873,912,2785,14189,1211,15400,18834
20202021,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,"",909,A1,1322,787,605,1392,10353,1133,11486,13496
20202021,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,"",909,A1,710,1433,952,2385,10687,1080,11767,14779
20202021,056,JEFFERSON,275,Jefferson County,456,Ackerly,275456,056275456,210299001859,"",909,A6,11,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,"",909,A3,27,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,463,Jefferson Regional Juvenile Detention Ce,275463,056275463,210299001082,"",909,A6,12,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,056275465,210299001941,"",909,A3,0,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,"",909,A1,865,965,633,1598,9985,1169,11154,13376
20202021,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,"",909,A1,262,3447,1231,4678,15874,1077,16951,22284
20202021,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,"",909,A1,247,1384,1090,2474,16543,1272,17815,20930
20202021,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,"",909,A1,557,953,626,1579,12367,1281,13648,16131
20202021,056,JEFFERSON,275,Jefferson County,530,Roosevelt-Perry Elementary,275530,056275530,210299000773,"",909,A1,191,1971,1427,3398,19447,1310,20757,24821
20202021,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,"",909,A1,447,1358,806,2164,11177,1333,12510,16278
20202021,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,"",909,A1,526,1429,698,2127,12969,1058,14027,16787
20202021,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,A1,529,1843,868,2711,17908,1166,19074,71936
20202021,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,"",909,A1,623,1715,797,2512,12047,1228,13275,16416
20202021,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,"",909,A1,624,1774,798,2572,12847,1072,13919,17126
20202021,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"",909,A1,376,1318,945,2263,14871,1219,16090,18996
20202021,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"",909,A1,598,1003,659,1662,11151,1089,12240,14535
20202021,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,"",909,A1,691,1027,637,1664,13064,1188,14252,16537
20202021,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,"",909,A1,504,1634,810,2444,12290,1069,13359,16407
20202021,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,"",909,A1,750,1430,702,2132,12481,1089,13570,16328
20202021,056,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,056275768,210299001943,"",909,A6,31,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,056275769,210299001946,"",909,A6,52,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,"",909,A6,124,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,800,Grace M. James Academy of Excellence,275800,056275800,210299002507,"",909,A5,148,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,"",909,A3,91,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,056275919,210299002376,"",909,A4,0,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,056275920,210299001447,"",909,A3,34,,,,,,,
20202021,056,JEFFERSON,275,Jefferson County,951,Jefferson County High,275951,056275951,210299001947,"",909,A5,824,,,,,,,
20202021,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,"",402,1328,960,2288,9360,2567,11927,15334
20202021,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,402,1328,960,2288,9360,2567,11927,15334
20202021,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,"",8037,594,355,949,9547,1259,10805,16411
20202021,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,A1,520,779,358,1138,10337,1342,11664,16425
20202021,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,A1,1220,317,410,727,13301,2270,15556,20176
20202021,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,A1,1103,223,430,653,14285,2380,16649,21269
20202021,057,JESSAMINE,281,Jessamine County,022,Jessamine Early Learning Village,281022,057281022,210303001899,CKEC,901,A1,540,1248,493,1741,16166,1777,17929,22523
20202021,057,JESSAMINE,281,Jessamine County,023,The Providence School,281023,057281023,210303001900,CKEC,901,A5,171,,,,,,,
20202021,057,JESSAMINE,281,Jessamine County,024,Jessamine Career and Technology Center,281024,057281024,210303002028,CKEC,901,A2,0,,,,,,,
20202021,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,A1,1036,488,360,849,8064,1428,9473,14117
20202021,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,A1,982,474,349,823,8466,1416,9866,14518
20202021,057,JESSAMINE,281,Jessamine County,030,Ashgrove Academy,281030,057281030,210303002442,CKEC,901,A6,15,,,,,,,
20202021,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,A1,526,816,327,1143,9875,1311,11170,15876
20202021,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,A1,425,1045,390,1435,12002,1469,13454,18183
20202021,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,A1,554,646,292,938,9866,1144,10994,15684
20202021,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,A1,508,618,356,972,10296,1340,11621,16297
20202021,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,A1,437,714,314,1027,10423,1436,11843,16538
20202021,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,"",3299,1523,299,1822,8537,1693,10230,13709
20202021,058,JOHNSON,285,Johnson County,050,Johnson County Alternative School,285050,058285050,210306001615,KEDC,903,A5,99,,,,,,,
20202021,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,A1,514,1486,141,1627,10262,1438,11700,13104
20202021,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,A1,332,2155,125,2279,10990,2497,13487,14963
20202021,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,A1,197,2440,417,2857,12440,2976,15417,16889
20202021,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,A1,1040,1044,168,1212,9581,2073,11655,13010
20202021,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,A1,339,1775,125,1899,9729,1543,11273,12678
20202021,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,A1,368,1741,127,1867,10135,1471,11607,15299
20202021,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,A1,410,1547,125,1672,9443,2414,11857,13293
20202021,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,"",13809,330,190,520,8951,1264,10214,13274
20202021,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,A1,654,338,184,522,9696,1052,10748,13852
20202021,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,A1,887,515,227,741,8862,1202,10064,13097
20202021,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,A1,524,328,232,560,9235,1073,10307,13210
20202021,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,A1,1459,165,183,348,8145,1388,9532,12152
20202021,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,A1,533,289,156,444,9142,1256,10398,13683
20202021,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,A1,589,169,225,394,9242,1192,10435,13129
20202021,059,KENTON,291,Kenton County,055,Northern Ky Youth Dev Center,291055,059291055,210309000814,NKCES,905,A6,3,,,,,,,
20202021,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,A1,478,900,162,1061,10324,1335,11658,15045
20202021,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,A1,292,221,173,394,9790,1462,11251,14772
20202021,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,A1,441,532,152,683,9955,1259,11214,14782
20202021,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,A1,1815,272,164,435,8019,1442,9462,12426
20202021,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,A1,457,234,215,449,10808,1346,12154,14954
20202021,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,A1,1121,218,164,381,7634,880,8514,11183
20202021,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,A1,842,601,155,755,7799,1156,8955,12005
20202021,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,A1,646,95,194,289,8670,1200,9870,12478
20202021,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,A1,1051,340,163,503,8856,1395,10251,14011
20202021,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,A1,1400,261,175,436,8595,1173,9768,12490
20202021,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,A1,617,326,193,519,9034,1085,10119,13218
20202021,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,"",2130,1623,997,2620,9499,2075,11574,16374
20202021,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,A1,212,1347,967,2314,9671,2107,11779,14093
20202021,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,A1,358,1165,943,2109,10617,1794,12413,14521
20202021,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,175,1753,1260,3013,8968,2353,11322,14335
20202021,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,A1,199,1688,1283,2970,9129,1837,10966,13936
20202021,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,A1,434,1418,885,2305,9095,1779,10873,13178
20202021,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,A1,146,1371,955,2326,8271,2137,10408,12734
20202021,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,A1,606,2010,872,2882,8444,2259,10706,13588
20202021,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,"",3977,1907,931,2837,9642,1445,11087,15344
20202021,061,KNOX,301,Knox County,022,Knox Appalachian School,301022,061301022,210315001997,SESC,907,A6,35,,,,,,,
20202021,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,A1,446,1759,1030,2789,9672,1235,10907,14867
20202021,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,A1,390,2055,743,2799,9506,1323,10829,14825
20202021,061,KNOX,301,Knox County,140,Knox County Day Treatment,301140,061301140,210315002357,SESC,907,A6,17,,,,,,,
20202021,061,KNOX,301,Knox County,150,Knox County Learning Academy,301150,061301150,210315000709,SESC,907,A5,67,,,,,,,
20202021,061,KNOX,301,Knox County,155,Knox Inspire Academy,301155,061301155,210315002449,SESC,907,A5,41,,,,,,,
20202021,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,A1,136,1959,1167,3126,12177,2047,14226,18898
20202021,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,A1,166,1838,920,2758,11864,1911,13775,17777
20202021,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,A1,317,1864,828,2692,9722,1451,11173,15098
20202021,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,A1,230,2274,844,3118,10159,1406,11565,15931
20202021,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,A1,773,1452,879,2331,8428,1541,9969,14061
20202021,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,A1,288,1919,806,2725,10064,1169,11233,16164
20202021,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,A1,1071,1988,982,2970,8185,1331,9517,13591
20202021,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,"",2289,634,445,1080,9223,1147,10370,14888
20202021,062,LARUE,305,LaRue County,005,Preschool on College Street,305005,062305005,210318002512,GRREC,902,A4,0,,,,,,,
20202021,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,A1,450,885,472,1358,10022,949,10971,15688
20202021,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,A1,522,1001,458,1459,9470,1011,10481,15312
20202021,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,A1,709,299,301,600,8646,1179,9825,13763
20202021,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,A1,569,301,578,878,8549,1062,9611,13822
20202021,062,LARUE,305,LaRue County,100,The Life Connection,305100,062305100,210318002216,GRREC,902,A6,39,,,,,,,
20202021,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,"",8625,614,569,1183,8041,1438,9480,12184
20202021,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,A1,495,612,645,1257,8947,951,12737,21054
20202021,063,LAUREL,311,Laurel County,016,McDaniel Learning Center,311016,063311016,210321002224,SESC,907,A5,68,,,,,,,
20202021,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,A1,406,634,710,1344,8362,945,11703,19958
20202021,063,LAUREL,311,Laurel County,019,Laurel County Virtual Academy,311019,063311019,210321002436,SESC,907,A5,0,,,,,,,
20202021,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,A1,460,292,537,828,9856,959,10828,22459
20202021,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,A1,1043,662,504,1166,7338,678,10687,17198
20202021,063,LAUREL,311,Laurel County,050,Laurel County Day Treatment,311050,063311050,210321001677,SESC,907,A6,53,,,,,,,
20202021,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,A1,288,652,613,1265,8213,958,10864,19608
20202021,063,LAUREL,311,Laurel County,060,Laurel Co Schools Center for Innovation,311060,063311060,210321002400,SESC,907,A2,130,,,,,,,
20202021,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,A1,332,1005,668,1673,7716,1494,10601,20094
20202021,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,A1,301,809,545,1354,8248,931,11932,19713
20202021,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,A1,252,753,716,1469,8558,1161,12394,20906
20202021,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,A1,562,1138,555,1693,8477,979,11985,20606
20202021,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,A1,253,798,585,1383,8406,1025,12166,20246
20202021,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,A1,1002,640,504,1144,7408,764,11198,17489
20202021,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,A1,1345,479,498,977,6582,862,10463,15865
20202021,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,A1,1085,166,525,691,7143,941,9890,16859
20202021,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,A1,305,663,593,1257,8282,945,10504,19710
20202021,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,A1,245,672,514,1186,8234,989,10206,19632
20202021,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,"",2388,1149,848,1996,9057,1586,10643,13631
20202021,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,A1,525,1772,1396,3167,14489,2325,16814,21114
20202021,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,A1,257,2755,1406,4161,16519,2278,18797,23949
20202021,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,A1,180,3359,1535,4894,16546,2588,19134,25255
20202021,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,A1,241,2540,1472,4012,16839,2403,19241,24447
20202021,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,A1,485,1746,1206,2953,13947,2187,16135,20226
20202021,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,064315260,210324000874,KEDC,903,A1,700,1807,1235,3042,14776,2457,17232,21444
20202021,065,LEE,321,Lee County,"",---District Total---,321,"","",KVEC,904,"",900,1465,835,2300,7671,2486,10157,13337
20202021,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,A1,469,1653.00,883.00,2536.00,7918.00,3319.00,10659.00,14049.00
20202021,065,LEE,321,Lee County,100,Lee County Elementary School,321100,065321100,210327000216,KVEC,904,A1,431,1261.00,784.00,2045.00,7403.00,2787.00,9612.00,12562.00
20202021,066,LESLIE,325,Leslie County,"",---District Total---,325,"","",KVEC,904,"",1621,1788,731,2519,8602,1906,10508,16116
20202021,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,A1,122,2040,846,2886,11491,3071,14584,20462
20202021,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,A1,467,1792,792,2583,8650,1548,10412,15917
20202021,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,066325350,210333000885,KVEC,904,A1,472,1080,604,1684,7854,1992,10070,14618
20202021,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,A1,202,2381,840,3221,9388,2143,11557,17709
20202021,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,A1,358,2295,721,3016,8044,1661,9955,15894
20202021,067,LETCHER,331,Letcher County,"",---District Total---,331,"","",KVEC,904,"",2848,1096,694,1790,9223,2034,11257,13949
20202021,067,LETCHER,331,Letcher County,055,Letcher County Alternative Education Ctr,331055,067331055,210336002344,KVEC,904,A5,0,,,,,,,
20202021,067,LETCHER,331,Letcher County,056,Letcher County Central High School,331056,067331056,210336001998,KVEC,904,A1,915,673,675,1345,6965,2419,10066,11245
20202021,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,067331210,210336000892,KVEC,904,A1,124,1034,700,1730,9929,2614,13011,14769
20202021,067,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,067331250,210336000894,KVEC,904,A1,199,1088,652,1736,7242,2770,10560,12231
20202021,067,LETCHER,331,Letcher County,350,Letcher Elementary School,331350,067331350,210336000898,KVEC,904,A1,271,1209,654,1859,8497,2530,11617,13375
20202021,067,LETCHER,331,Letcher County,355,Letcher Middle School,331355,067331355,210336002318,KVEC,904,A1,142,975,681,1652,7380,1654,9531,11198
20202021,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,067331380,210336000900,KVEC,904,A1,274,1121,625,1743,7632,2259,10589,12097
20202021,067,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,067331425,210336000901,KVEC,904,A1,331,1189,597,1781,7402,2191,10201,11880
20202021,067,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,067331650,210336000903,KVEC,904,A1,405,1314,605,1914,8547,2328,11310,13279
20202021,067,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,067331710,210336000904,KVEC,904,A1,187,1333,658,1987,8882,1608,11003,12971
20202021,068,LEWIS,335,Lewis County,"",---District Total---,335,"","",KEDC,903,"",2114,959,743,1702,8424,2115,10539,16136
20202021,068,LEWIS,335,Lewis County,040,Garrison Elementary School,335040,068335040,210339000906,KEDC,903,A1,267,1479,632,2108,8456,2148,10608,12920
20202021,068,LEWIS,335,Lewis County,090,Laurel Elementary School,335090,068335090,210339000908,KEDC,903,A1,95,994,888,1882,10091,3194,13286,15168
20202021,068,LEWIS,335,Lewis County,095,Lewis County Central Elementary School,335095,068335095,210339000909,KEDC,903,A1,462,993,547,1539,8490,1674,10165,11888
20202021,068,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,068335100,210339001503,KEDC,903,A1,330,1112,678,1790,7852,2048,9900,11690
20202021,068,LEWIS,335,Lewis County,120,Lewis County High School,335120,068335120,210339000910,KEDC,903,A1,683,566,893,1459,7847,2027,9874,11463
20202021,068,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,068335140,210339000911,KEDC,903,A1,277,988,723,1711,8370,2379,10750,12460
20202021,068,LEWIS,335,Lewis County,970,Foster Meade Career & Technical Center,335970,068335970,210339002377,KEDC,903,A2,0,,,,,,,
20202021,069,LINCOLN,341,Lincoln County,"",---District Total---,341,"","",SESC,907,"",3282,1766,943,2709,8473,1525,9998,13571
20202021,069,LINCOLN,341,Lincoln County,040,Crab Orchard Elementary School,341040,069341040,210348000914,SESC,907,A1,226,1805,907,2712,8295,1465,9760,13272
20202021,069,LINCOLN,341,Lincoln County,050,Highland Elementary School,341050,069341050,210348000915,SESC,907,A1,197,1691,856,2547,9330,1481,10811,14159
20202021,069,LINCOLN,341,Lincoln County,065,Lincoln County Middle School,341065,069341065,210348000478,SESC,907,A1,800,873,614,1487,7966,1414,9380,11667
20202021,069,LINCOLN,341,Lincoln County,070,Hustonville Elementary School,341070,069341070,210348000916,SESC,907,A1,353,1542,802,2344,8461,1350,9811,12956
20202021,069,LINCOLN,341,Lincoln County,095,Lincoln County High School,341095,069341095,210348000918,SESC,907,A1,1006,748,773,1521,7727,1532,9259,11580
20202021,069,LINCOLN,341,Lincoln County,130,Stanford Elementary School,341130,069341130,210348000920,SESC,907,A1,503,1084,865,1949,7285,1367,8652,11402
20202021,069,LINCOLN,341,Lincoln County,150,Waynesburg Elementary School,341150,069341150,210348000921,SESC,907,A1,197,2064,1081,3145,9168,1447,10615,14560
20202021,070,LIVINGSTON,345,Livingston County,"",---District Total---,345,"","",WKEC,908,"",1067,1047,708,1755,10832,2306,13138,16104
20202021,070,LIVINGSTON,345,Livingston County,020,North Livingston Elementary School,345020,070345020,210351001133,WKEC,908,A1,139,1706,1340,3046,20434,3828,27311,27420
20202021,070,LIVINGSTON,345,Livingston County,021,South Livingston Elementary School,345021,070345021,210351001999,WKEC,908,A1,340,1805,919,2725,18020,2995,23740,23849
20202021,070,LIVINGSTON,345,Livingston County,050,Livingston Central High School,345050,070345050,210351000924,WKEC,908,A1,315,2057,1433,3490,19054,3767,26302,26425
20202021,070,LIVINGSTON,345,Livingston County,065,Livingston County Middle School,345065,070345065,210351001484,WKEC,908,A1,273,1993,756,2749,15981,2948,21679,21788
20202021,071,LOGAN,351,Logan County,"",---District Total---,351,"","",GRREC,902,"",3168,845,745,1591,8627,1731,10357,13006
20202021,071,LOGAN,351,Logan County,011,Adairville Elementary School,351011,071351011,210354001542,GRREC,902,A1,338,1065,803,1868,10676,1480,12157,14338
