Fiscal Year,District,Rank,Years,,I,II,III
2017 - 2018,091 Campbell County,III,26,,57272,0,0
2017 - 2018,091 Campbell County,III,27,,58131,0,0
2017 - 2018,091 Campbell County,III,28,,58131,0,0
2017 - 2018,091 Campbell County,III,29,,58131,0,0
2017 - 2018,091 Campbell County,III,30,,58131,0,0
2017 - 2018,091 Campbell County,III,31,,58131,0,0
2017 - 2018,091 Campbell County,III,32,,58131,0,0
2017 - 2018,091 Campbell County,III,33,,58131,0,0
2017 - 2018,091 Campbell County,III,34,,58131,0,0
2017 - 2018,091 Campbell County,III,35,,58131,0,0
2017 - 2018,091 Campbell County,III,36,,58131,0,0
2017 - 2018,091 Campbell County,III,37,,58131,0,0
2017 - 2018,091 Campbell County,III,38,,58131,0,0
2017 - 2018,091 Campbell County,III,39,,58131,0,0
2017 - 2018,091 Campbell County,III,40,,58131,0,0
2017 - 2018,091 Campbell County,IV,0,,29409,0,0
2017 - 2018,091 Campbell County,IV,1,,29409,0,0
2017 - 2018,091 Campbell County,IV,2,,29409,0,0
2017 - 2018,091 Campbell County,IV,3,,29409,0,0
2017 - 2018,091 Campbell County,IV,4,,29409,0,0
2017 - 2018,091 Campbell County,IV,5,,29409,0,0
2017 - 2018,091 Campbell County,IV,6,,29409,0,0
2017 - 2018,091 Campbell County,IV,7,,29409,0,0
2017 - 2018,091 Campbell County,IV,8,,29409,0,0
2017 - 2018,091 Campbell County,IV,9,,29409,0,0
2017 - 2018,091 Campbell County,IV,10,,29409,0,0
2017 - 2018,091 Campbell County,IV,11,,29409,0,0
2017 - 2018,091 Campbell County,IV,12,,29409,0,0
2017 - 2018,091 Campbell County,IV,13,,29409,0,0
2017 - 2018,091 Campbell County,IV,14,,29409,0,0
2017 - 2018,091 Campbell County,IV,15,,29409,0,0
2017 - 2018,091 Campbell County,IV,16,,29409,0,0
2017 - 2018,091 Campbell County,IV,17,,29409,0,0
2017 - 2018,091 Campbell County,IV,18,,29409,0,0
2017 - 2018,091 Campbell County,IV,19,,29409,0,0
2017 - 2018,091 Campbell County,IV,20,,29409,0,0
2017 - 2018,091 Campbell County,IV,21,,29409,0,0
2017 - 2018,091 Campbell County,IV,22,,29409,0,0
2017 - 2018,091 Campbell County,IV,23,,29409,0,0
2017 - 2018,091 Campbell County,IV,24,,29409,0,0
2017 - 2018,091 Campbell County,IV,25,,29409,0,0
2017 - 2018,091 Campbell County,IV,26,,29409,0,0
2017 - 2018,091 Campbell County,IV,27,,29409,0,0
2017 - 2018,091 Campbell County,IV,28,,29409,0,0
2017 - 2018,091 Campbell County,IV,29,,29409,0,0
2017 - 2018,091 Campbell County,IV,30,,29409,0,0
2017 - 2018,091 Campbell County,IV,31,,29409,0,0
2017 - 2018,091 Campbell County,IV,32,,29409,0,0
2017 - 2018,091 Campbell County,IV,33,,29409,0,0
2017 - 2018,091 Campbell County,IV,34,,29409,0,0
2017 - 2018,091 Campbell County,IV,35,,29409,0,0
2017 - 2018,091 Campbell County,IV,36,,29409,0,0
2017 - 2018,091 Campbell County,IV,37,,29409,0,0
2017 - 2018,091 Campbell County,IV,38,,29409,0,0
2017 - 2018,091 Campbell County,IV,39,,29409,0,0
2017 - 2018,091 Campbell County,IV,40,,29409,0,0
2017 - 2018,091 Campbell County,V,0,,26966,0,0
2017 - 2018,091 Campbell County,V,1,,26966,0,0
2017 - 2018,091 Campbell County,V,2,,26966,0,0
2017 - 2018,091 Campbell County,V,3,,26966,0,0
2017 - 2018,091 Campbell County,V,4,,26966,0,0
2017 - 2018,091 Campbell County,V,5,,26966,0,0
2017 - 2018,091 Campbell County,V,6,,26966,0,0
2017 - 2018,091 Campbell County,V,7,,26966,0,0
2017 - 2018,091 Campbell County,V,8,,26966,0,0
2017 - 2018,091 Campbell County,V,9,,26966,0,0
2017 - 2018,091 Campbell County,V,10,,26966,0,0
2017 - 2018,091 Campbell County,V,11,,26966,0,0
2017 - 2018,091 Campbell County,V,12,,26966,0,0
2017 - 2018,091 Campbell County,V,13,,26966,0,0
2017 - 2018,091 Campbell County,V,14,,26966,0,0
2017 - 2018,091 Campbell County,V,15,,26966,0,0
2017 - 2018,091 Campbell County,V,16,,26966,0,0
2017 - 2018,091 Campbell County,V,17,,26966,0,0
2017 - 2018,091 Campbell County,V,18,,26966,0,0
2017 - 2018,091 Campbell County,V,19,,26966,0,0
2017 - 2018,091 Campbell County,V,20,,26966,0,0
2017 - 2018,091 Campbell County,V,21,,26966,0,0
2017 - 2018,091 Campbell County,V,22,,26966,0,0
2017 - 2018,091 Campbell County,V,23,,26966,0,0
2017 - 2018,091 Campbell County,V,24,,26966,0,0
2017 - 2018,091 Campbell County,V,25,,26966,0,0
2017 - 2018,091 Campbell County,V,26,,26966,0,0
2017 - 2018,091 Campbell County,V,27,,26966,0,0
2017 - 2018,091 Campbell County,V,28,,26966,0,0
2017 - 2018,091 Campbell County,V,29,,26966,0,0
2017 - 2018,091 Campbell County,V,30,,26966,0,0
2017 - 2018,091 Campbell County,V,31,,26966,0,0
2017 - 2018,091 Campbell County,V,32,,26966,0,0
2017 - 2018,091 Campbell County,V,33,,26966,0,0
2017 - 2018,091 Campbell County,V,34,,26966,0,0
2017 - 2018,091 Campbell County,V,35,,26966,0,0
2017 - 2018,091 Campbell County,V,36,,26966,0,0
2017 - 2018,091 Campbell County,V,37,,26966,0,0
2017 - 2018,091 Campbell County,V,38,,26966,0,0
2017 - 2018,091 Campbell County,V,39,,26966,0,0
2017 - 2018,091 Campbell County,V,40,,26966,0,0
2017 - 2018,092 Campbellsville Independent,I,0,,45669,0,0
2017 - 2018,092 Campbellsville Independent,I,1,,45669,0,0
2017 - 2018,092 Campbellsville Independent,I,2,,45669,0,0
2017 - 2018,092 Campbellsville Independent,I,3,,45669,0,0
2017 - 2018,092 Campbellsville Independent,I,4,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,5,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,6,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,7,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,8,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,9,,50078,0,0
2017 - 2018,092 Campbellsville Independent,I,10,,55489,0,0
2017 - 2018,092 Campbellsville Independent,I,11,,55489,0,0
2017 - 2018,092 Campbellsville Independent,I,12,,55489,0,0
2017 - 2018,092 Campbellsville Independent,I,13,,55489,0,0
2017 - 2018,092 Campbellsville Independent,I,14,,55489,0,0
2017 - 2018,092 Campbellsville Independent,I,15,,57682,0,0
2017 - 2018,092 Campbellsville Independent,I,16,,57682,0,0
2017 - 2018,092 Campbellsville Independent,I,17,,57682,0,0
2017 - 2018,092 Campbellsville Independent,I,18,,57682,0,0
2017 - 2018,092 Campbellsville Independent,I,19,,57682,0,0
2017 - 2018,092 Campbellsville Independent,I,20,,58497,0,0
2017 - 2018,092 Campbellsville Independent,I,21,,58497,0,0
2017 - 2018,092 Campbellsville Independent,I,22,,58497,0,0
2017 - 2018,092 Campbellsville Independent,I,23,,58497,0,0
2017 - 2018,092 Campbellsville Independent,I,24,,58497,0,0
2017 - 2018,092 Campbellsville Independent,I,25,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,26,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,27,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,28,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,29,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,30,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,31,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,32,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,33,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,34,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,35,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,36,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,37,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,38,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,39,,59301,0,0
2017 - 2018,092 Campbellsville Independent,I,40,,59301,0,0
2017 - 2018,092 Campbellsville Independent,II,0,,41435,0,0
2017 - 2018,092 Campbellsville Independent,II,1,,41435,0,0
2017 - 2018,092 Campbellsville Independent,II,2,,41435,0,0
2017 - 2018,092 Campbellsville Independent,II,3,,41435,0,0
2017 - 2018,092 Campbellsville Independent,II,4,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,5,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,6,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,7,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,8,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,9,,45669,0,0
2017 - 2018,092 Campbellsville Independent,II,10,,51225,0,0
2017 - 2018,092 Campbellsville Independent,II,11,,51225,0,0
2017 - 2018,092 Campbellsville Independent,II,12,,51225,0,0
2017 - 2018,092 Campbellsville Independent,II,13,,51225,0,0
2017 - 2018,092 Campbellsville Independent,II,14,,51225,0,0
2017 - 2018,092 Campbellsville Independent,II,15,,53374,0,0
2017 - 2018,092 Campbellsville Independent,II,16,,53374,0,0
2017 - 2018,092 Campbellsville Independent,II,17,,53374,0,0
2017 - 2018,092 Campbellsville Independent,II,18,,53374,0,0
2017 - 2018,092 Campbellsville Independent,II,19,,53374,0,0
2017 - 2018,092 Campbellsville Independent,II,20,,54198,0,0
2017 - 2018,092 Campbellsville Independent,II,21,,54198,0,0
2017 - 2018,092 Campbellsville Independent,II,22,,54198,0,0
2017 - 2018,092 Campbellsville Independent,II,23,,54198,0,0
2017 - 2018,092 Campbellsville Independent,II,24,,54198,0,0
2017 - 2018,092 Campbellsville Independent,II,25,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,26,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,27,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,28,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,29,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,30,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,31,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,32,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,33,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,34,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,35,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,36,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,37,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,38,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,39,,55004,0,0
2017 - 2018,092 Campbellsville Independent,II,40,,55004,0,0
2017 - 2018,092 Campbellsville Independent,III,0,,37152,0,0
2017 - 2018,092 Campbellsville Independent,III,1,,37152,0,0
2017 - 2018,092 Campbellsville Independent,III,2,,37152,0,0
2017 - 2018,092 Campbellsville Independent,III,3,,37152,0,0
2017 - 2018,092 Campbellsville Independent,III,4,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,5,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,6,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,7,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,8,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,9,,41435,0,0
2017 - 2018,092 Campbellsville Independent,III,10,,46813,0,0
2017 - 2018,092 Campbellsville Independent,III,11,,46813,0,0
2017 - 2018,092 Campbellsville Independent,III,12,,46813,0,0
2017 - 2018,092 Campbellsville Independent,III,13,,46813,0,0
2017 - 2018,092 Campbellsville Independent,III,14,,46813,0,0
2017 - 2018,092 Campbellsville Independent,III,15,,48476,0,0
2017 - 2018,092 Campbellsville Independent,III,16,,48476,0,0
2017 - 2018,092 Campbellsville Independent,III,17,,48476,0,0
2017 - 2018,092 Campbellsville Independent,III,18,,48476,0,0
2017 - 2018,092 Campbellsville Independent,III,19,,48476,0,0
2017 - 2018,092 Campbellsville Independent,III,20,,49254,0,0
2017 - 2018,092 Campbellsville Independent,III,21,,49254,0,0
2017 - 2018,092 Campbellsville Independent,III,22,,49254,0,0
2017 - 2018,092 Campbellsville Independent,III,23,,49254,0,0
2017 - 2018,092 Campbellsville Independent,III,24,,49254,0,0
2017 - 2018,092 Campbellsville Independent,III,25,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,26,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,27,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,28,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,29,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,30,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,31,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,32,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,33,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,34,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,35,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,36,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,37,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,38,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,39,,50049,0,0
2017 - 2018,092 Campbellsville Independent,III,40,,50049,0,0
2017 - 2018,092 Campbellsville Independent,IV,0,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,1,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,2,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,3,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,4,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,5,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,6,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,7,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,8,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,9,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,10,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,11,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,12,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,13,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,14,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,15,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,16,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,17,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,18,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,19,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,20,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,21,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,22,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,23,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,24,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,25,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,26,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,27,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,28,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,29,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,30,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,31,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,32,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,33,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,34,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,35,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,36,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,37,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,38,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,39,,42216,0,0
2017 - 2018,092 Campbellsville Independent,IV,40,,42216,0,0
2017 - 2018,092 Campbellsville Independent,V,0,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,1,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,2,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,3,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,4,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,5,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,6,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,7,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,8,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,9,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,10,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,11,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,12,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,13,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,14,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,15,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,16,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,17,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,18,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,19,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,20,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,21,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,22,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,23,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,24,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,25,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,26,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,27,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,28,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,29,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,30,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,31,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,32,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,33,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,34,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,35,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,36,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,37,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,38,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,39,,29499,0,0
2017 - 2018,092 Campbellsville Independent,V,40,,29499,0,0
2017 - 2018,095 Carlisle County,I,0,,43288,0,0
2017 - 2018,095 Carlisle County,I,1,,43288,0,0
2017 - 2018,095 Carlisle County,I,2,,43288,0,0
2017 - 2018,095 Carlisle County,I,3,,43288,0,0
2017 - 2018,095 Carlisle County,I,4,,47179,0,0
2017 - 2018,095 Carlisle County,I,5,,47179,0,0
2017 - 2018,095 Carlisle County,I,6,,47179,0,0
2017 - 2018,095 Carlisle County,I,7,,47179,0,0
2017 - 2018,095 Carlisle County,I,8,,47179,0,0
2017 - 2018,095 Carlisle County,I,9,,47179,0,0
2017 - 2018,095 Carlisle County,I,10,,52264,0,0
2017 - 2018,095 Carlisle County,I,11,,52264,0,0
2017 - 2018,095 Carlisle County,I,12,,52264,0,0
2017 - 2018,095 Carlisle County,I,13,,52264,0,0
2017 - 2018,095 Carlisle County,I,14,,52264,0,0
2017 - 2018,095 Carlisle County,I,15,,53777,0,0
2017 - 2018,095 Carlisle County,I,16,,53777,0,0
2017 - 2018,095 Carlisle County,I,17,,53777,0,0
2017 - 2018,095 Carlisle County,I,18,,53777,0,0
2017 - 2018,095 Carlisle County,I,19,,53777,0,0
2017 - 2018,095 Carlisle County,I,20,,55290,0,0
2017 - 2018,095 Carlisle County,I,21,,55290,0,0
2017 - 2018,095 Carlisle County,I,22,,55290,0,0
2017 - 2018,095 Carlisle County,I,23,,55290,0,0
2017 - 2018,095 Carlisle County,I,24,,55290,0,0
2017 - 2018,095 Carlisle County,I,25,,55290,0,0
2017 - 2018,095 Carlisle County,I,26,,55290,0,0
2017 - 2018,095 Carlisle County,I,27,,55290,0,0
2017 - 2018,095 Carlisle County,I,28,,55290,0,0
2017 - 2018,095 Carlisle County,I,29,,55290,0,0
2017 - 2018,095 Carlisle County,I,30,,55290,0,0
2017 - 2018,095 Carlisle County,I,31,,55290,0,0
2017 - 2018,095 Carlisle County,I,32,,55290,0,0
2017 - 2018,095 Carlisle County,I,33,,55290,0,0
2017 - 2018,095 Carlisle County,I,34,,55290,0,0
2017 - 2018,095 Carlisle County,I,35,,55290,0,0
2017 - 2018,095 Carlisle County,I,36,,55290,0,0
2017 - 2018,095 Carlisle County,I,37,,55290,0,0
2017 - 2018,095 Carlisle County,I,38,,55290,0,0
2017 - 2018,095 Carlisle County,I,39,,55290,0,0
2017 - 2018,095 Carlisle County,I,40,,55290,0,0
2017 - 2018,095 Carlisle County,II,0,,39428,0,0
2017 - 2018,095 Carlisle County,II,1,,39428,0,0
2017 - 2018,095 Carlisle County,II,2,,39428,0,0
2017 - 2018,095 Carlisle County,II,3,,39428,0,0
2017 - 2018,095 Carlisle County,II,4,,43289,0,0
2017 - 2018,095 Carlisle County,II,5,,43289,0,0
2017 - 2018,095 Carlisle County,II,6,,43289,0,0
2017 - 2018,095 Carlisle County,II,7,,43289,0,0
2017 - 2018,095 Carlisle County,II,8,,43289,0,0
2017 - 2018,095 Carlisle County,II,9,,43289,0,0
2017 - 2018,095 Carlisle County,II,10,,48305,0,0
2017 - 2018,095 Carlisle County,II,11,,48305,0,0
2017 - 2018,095 Carlisle County,II,12,,48305,0,0
2017 - 2018,095 Carlisle County,II,13,,48305,0,0
2017 - 2018,095 Carlisle County,II,14,,48305,0,0
2017 - 2018,095 Carlisle County,II,15,,49790,0,0
2017 - 2018,095 Carlisle County,II,16,,49790,0,0
2017 - 2018,095 Carlisle County,II,17,,49790,0,0
2017 - 2018,095 Carlisle County,II,18,,49790,0,0
2017 - 2018,095 Carlisle County,II,19,,49790,0,0
2017 - 2018,095 Carlisle County,II,20,,51281,0,0
2017 - 2018,095 Carlisle County,II,21,,51281,0,0
2017 - 2018,095 Carlisle County,II,22,,51281,0,0
2017 - 2018,095 Carlisle County,II,23,,51281,0,0
2017 - 2018,095 Carlisle County,II,24,,51281,0,0
2017 - 2018,095 Carlisle County,II,25,,51281,0,0
2017 - 2018,095 Carlisle County,II,26,,51281,0,0
2017 - 2018,095 Carlisle County,II,27,,51281,0,0
2017 - 2018,095 Carlisle County,II,28,,51281,0,0
2017 - 2018,095 Carlisle County,II,29,,51281,0,0
2017 - 2018,095 Carlisle County,II,30,,51281,0,0
2017 - 2018,095 Carlisle County,II,31,,51281,0,0
2017 - 2018,095 Carlisle County,II,32,,51281,0,0
2017 - 2018,095 Carlisle County,II,33,,51281,0,0
2017 - 2018,095 Carlisle County,II,34,,51281,0,0
2017 - 2018,095 Carlisle County,II,35,,51281,0,0
2017 - 2018,095 Carlisle County,II,36,,51281,0,0
2017 - 2018,095 Carlisle County,II,37,,51281,0,0
2017 - 2018,095 Carlisle County,II,38,,51281,0,0
2017 - 2018,095 Carlisle County,II,39,,51281,0,0
2017 - 2018,095 Carlisle County,II,40,,51281,0,0
2017 - 2018,095 Carlisle County,III,0,,35493,0,0
2017 - 2018,095 Carlisle County,III,1,,35493,0,0
2017 - 2018,095 Carlisle County,III,2,,35493,0,0
2017 - 2018,095 Carlisle County,III,3,,35493,0,0
2017 - 2018,095 Carlisle County,III,4,,39428,0,0
2017 - 2018,095 Carlisle County,III,5,,39428,0,0
2017 - 2018,095 Carlisle County,III,6,,39428,0,0
2017 - 2018,095 Carlisle County,III,7,,39428,0,0
2017 - 2018,095 Carlisle County,III,8,,39428,0,0
2017 - 2018,095 Carlisle County,III,9,,39428,0,0
2017 - 2018,095 Carlisle County,III,10,,44396,0,0
2017 - 2018,095 Carlisle County,III,11,,44396,0,0
2017 - 2018,095 Carlisle County,III,12,,44396,0,0
2017 - 2018,095 Carlisle County,III,13,,44396,0,0
2017 - 2018,095 Carlisle County,III,14,,44396,0,0
2017 - 2018,095 Carlisle County,III,15,,45870,0,0
2017 - 2018,095 Carlisle County,III,16,,45870,0,0
2017 - 2018,095 Carlisle County,III,17,,45870,0,0
2017 - 2018,095 Carlisle County,III,18,,45870,0,0
2017 - 2018,095 Carlisle County,III,19,,45870,0,0
2017 - 2018,095 Carlisle County,III,20,,47343,0,0
2017 - 2018,095 Carlisle County,III,21,,47343,0,0
2017 - 2018,095 Carlisle County,III,22,,47343,0,0
2017 - 2018,095 Carlisle County,III,23,,47343,0,0
2017 - 2018,095 Carlisle County,III,24,,47343,0,0
2017 - 2018,095 Carlisle County,III,25,,47343,0,0
2017 - 2018,095 Carlisle County,III,26,,47343,0,0
2017 - 2018,095 Carlisle County,III,27,,47343,0,0
2017 - 2018,095 Carlisle County,III,28,,47343,0,0
2017 - 2018,095 Carlisle County,III,29,,47343,0,0
2017 - 2018,095 Carlisle County,III,30,,47343,0,0
2017 - 2018,095 Carlisle County,III,31,,47343,0,0
2017 - 2018,095 Carlisle County,III,32,,47343,0,0
2017 - 2018,095 Carlisle County,III,33,,47343,0,0
2017 - 2018,095 Carlisle County,III,34,,47343,0,0
2017 - 2018,095 Carlisle County,III,35,,47343,0,0
2017 - 2018,095 Carlisle County,III,36,,47343,0,0
2017 - 2018,095 Carlisle County,III,37,,47343,0,0
2017 - 2018,095 Carlisle County,III,38,,47343,0,0
2017 - 2018,095 Carlisle County,III,39,,47343,0,0
2017 - 2018,095 Carlisle County,III,40,,47343,0,0
2017 - 2018,095 Carlisle County,IV,0,,31397,0,0
2017 - 2018,095 Carlisle County,IV,1,,31397,0,0
2017 - 2018,095 Carlisle County,IV,2,,31397,0,0
2017 - 2018,095 Carlisle County,IV,3,,31397,0,0
2017 - 2018,095 Carlisle County,IV,4,,31397,0,0
2017 - 2018,095 Carlisle County,IV,5,,31397,0,0
2017 - 2018,095 Carlisle County,IV,6,,31397,0,0
2017 - 2018,095 Carlisle County,IV,7,,31397,0,0
2017 - 2018,095 Carlisle County,IV,8,,31397,0,0
2017 - 2018,095 Carlisle County,IV,9,,31397,0,0
2017 - 2018,095 Carlisle County,IV,10,,31397,0,0
2017 - 2018,095 Carlisle County,IV,11,,31397,0,0
2017 - 2018,095 Carlisle County,IV,12,,31397,0,0
2017 - 2018,095 Carlisle County,IV,13,,31397,0,0
2017 - 2018,095 Carlisle County,IV,14,,31397,0,0
2017 - 2018,095 Carlisle County,IV,15,,31397,0,0
2017 - 2018,095 Carlisle County,IV,16,,31397,0,0
2017 - 2018,095 Carlisle County,IV,17,,31397,0,0
2017 - 2018,095 Carlisle County,IV,18,,31397,0,0
2017 - 2018,095 Carlisle County,IV,19,,31397,0,0
2017 - 2018,095 Carlisle County,IV,20,,31397,0,0
2017 - 2018,095 Carlisle County,IV,21,,31397,0,0
2017 - 2018,095 Carlisle County,IV,22,,31397,0,0
2017 - 2018,095 Carlisle County,IV,23,,31397,0,0
2017 - 2018,095 Carlisle County,IV,24,,31397,0,0
2017 - 2018,095 Carlisle County,IV,25,,31397,0,0
2017 - 2018,095 Carlisle County,IV,26,,31397,0,0
2017 - 2018,095 Carlisle County,IV,27,,31397,0,0
2017 - 2018,095 Carlisle County,IV,28,,31397,0,0
2017 - 2018,095 Carlisle County,IV,29,,31397,0,0
2017 - 2018,095 Carlisle County,IV,30,,31397,0,0
2017 - 2018,095 Carlisle County,IV,31,,31397,0,0
2017 - 2018,095 Carlisle County,IV,32,,31397,0,0
2017 - 2018,095 Carlisle County,IV,33,,31397,0,0
2017 - 2018,095 Carlisle County,IV,34,,31397,0,0
