Fiscal Year,District,Rank,Years,,I,II,III
2012 - 2013,071 Bullitt County,III,11,,45949,46527,0
2012 - 2013,071 Bullitt County,III,12,,46793,47373,0
2012 - 2013,071 Bullitt County,III,13,,47634,48211,0
2012 - 2013,071 Bullitt County,III,14,,48472,49054,0
2012 - 2013,071 Bullitt County,III,15,,49698,50293,0
2012 - 2013,071 Bullitt County,III,16,,50564,51161,0
2012 - 2013,071 Bullitt County,III,17,,51428,52027,0
2012 - 2013,071 Bullitt County,III,18,,52295,52891,0
2012 - 2013,071 Bullitt County,III,19,,53157,53753,0
2012 - 2013,071 Bullitt County,III,20,,54022,54616,0
2012 - 2013,071 Bullitt County,III,21,,55102,55708,0
2012 - 2013,071 Bullitt County,III,22,,55102,55708,0
2012 - 2013,071 Bullitt County,III,23,,55102,55708,0
2012 - 2013,071 Bullitt County,III,24,,55102,55708,0
2012 - 2013,071 Bullitt County,III,25,,55102,55708,0
2012 - 2013,071 Bullitt County,III,26,,55102,55708,0
2012 - 2013,071 Bullitt County,III,27,,55102,55708,0
2012 - 2013,071 Bullitt County,III,28,,55102,55708,0
2012 - 2013,071 Bullitt County,III,29,,55102,55708,0
2012 - 2013,071 Bullitt County,III,30,,55102,55708,0
2012 - 2013,071 Bullitt County,III,31,,55102,55708,0
2012 - 2013,071 Bullitt County,III,32,,55102,55708,0
2012 - 2013,071 Bullitt County,III,33,,55102,55708,0
2012 - 2013,071 Bullitt County,III,34,,55102,55708,0
2012 - 2013,071 Bullitt County,III,35,,55102,55708,0
2012 - 2013,071 Bullitt County,III,36,,55102,55708,0
2012 - 2013,071 Bullitt County,III,37,,55102,55708,0
2012 - 2013,071 Bullitt County,III,38,,55102,55708,0
2012 - 2013,071 Bullitt County,III,39,,55102,55708,0
2012 - 2013,071 Bullitt County,III,40,,55102,55708,0
2012 - 2013,071 Bullitt County,IV,0,,31606,0,0
2012 - 2013,071 Bullitt County,IV,1,,31606,0,0
2012 - 2013,071 Bullitt County,IV,2,,31606,0,0
2012 - 2013,071 Bullitt County,IV,3,,31606,0,0
2012 - 2013,071 Bullitt County,IV,4,,31606,0,0
2012 - 2013,071 Bullitt County,IV,5,,31606,0,0
2012 - 2013,071 Bullitt County,IV,6,,31606,0,0
2012 - 2013,071 Bullitt County,IV,7,,31606,0,0
2012 - 2013,071 Bullitt County,IV,8,,31606,0,0
2012 - 2013,071 Bullitt County,IV,9,,31606,0,0
2012 - 2013,071 Bullitt County,IV,10,,31606,0,0
2012 - 2013,071 Bullitt County,IV,11,,31606,0,0
2012 - 2013,071 Bullitt County,IV,12,,31606,0,0
2012 - 2013,071 Bullitt County,IV,13,,31606,0,0
2012 - 2013,071 Bullitt County,IV,14,,31606,0,0
2012 - 2013,071 Bullitt County,IV,15,,31606,0,0
2012 - 2013,071 Bullitt County,IV,16,,31606,0,0
2012 - 2013,071 Bullitt County,IV,17,,31606,0,0
2012 - 2013,071 Bullitt County,IV,18,,31606,0,0
2012 - 2013,071 Bullitt County,IV,19,,31606,0,0
2012 - 2013,071 Bullitt County,IV,20,,31606,0,0
2012 - 2013,071 Bullitt County,IV,21,,31606,0,0
2012 - 2013,071 Bullitt County,IV,22,,31606,0,0
2012 - 2013,071 Bullitt County,IV,23,,31606,0,0
2012 - 2013,071 Bullitt County,IV,24,,31606,0,0
2012 - 2013,071 Bullitt County,IV,25,,31606,0,0
2012 - 2013,071 Bullitt County,IV,26,,31606,0,0
2012 - 2013,071 Bullitt County,IV,27,,31606,0,0
2012 - 2013,071 Bullitt County,IV,28,,31606,0,0
2012 - 2013,071 Bullitt County,IV,29,,31606,0,0
2012 - 2013,071 Bullitt County,IV,30,,31606,0,0
2012 - 2013,071 Bullitt County,IV,31,,31606,0,0
2012 - 2013,071 Bullitt County,IV,32,,31606,0,0
2012 - 2013,071 Bullitt County,IV,33,,31606,0,0
2012 - 2013,071 Bullitt County,IV,34,,31606,0,0
2012 - 2013,071 Bullitt County,IV,35,,31606,0,0
2012 - 2013,071 Bullitt County,IV,36,,31606,0,0
2012 - 2013,071 Bullitt County,IV,37,,31606,0,0
2012 - 2013,071 Bullitt County,IV,38,,31606,0,0
2012 - 2013,071 Bullitt County,IV,39,,31606,0,0
2012 - 2013,071 Bullitt County,IV,40,,31606,0,0
2012 - 2013,071 Bullitt County,V,0,,29474,0,0
2012 - 2013,071 Bullitt County,V,1,,29474,0,0
2012 - 2013,071 Bullitt County,V,2,,29474,0,0
2012 - 2013,071 Bullitt County,V,3,,29474,0,0
2012 - 2013,071 Bullitt County,V,4,,29474,0,0
2012 - 2013,071 Bullitt County,V,5,,29474,0,0
2012 - 2013,071 Bullitt County,V,6,,29474,0,0
2012 - 2013,071 Bullitt County,V,7,,29474,0,0
2012 - 2013,071 Bullitt County,V,8,,29474,0,0
2012 - 2013,071 Bullitt County,V,9,,29474,0,0
2012 - 2013,071 Bullitt County,V,10,,29474,0,0
2012 - 2013,071 Bullitt County,V,11,,29474,0,0
2012 - 2013,071 Bullitt County,V,12,,29474,0,0
2012 - 2013,071 Bullitt County,V,13,,29474,0,0
2012 - 2013,071 Bullitt County,V,14,,29474,0,0
2012 - 2013,071 Bullitt County,V,15,,29474,0,0
2012 - 2013,071 Bullitt County,V,16,,29474,0,0
2012 - 2013,071 Bullitt County,V,17,,29474,0,0
2012 - 2013,071 Bullitt County,V,18,,29474,0,0
2012 - 2013,071 Bullitt County,V,19,,29474,0,0
2012 - 2013,071 Bullitt County,V,20,,29474,0,0
2012 - 2013,071 Bullitt County,V,21,,29474,0,0
2012 - 2013,071 Bullitt County,V,22,,29474,0,0
2012 - 2013,071 Bullitt County,V,23,,29474,0,0
2012 - 2013,071 Bullitt County,V,24,,29474,0,0
2012 - 2013,071 Bullitt County,V,25,,29474,0,0
2012 - 2013,071 Bullitt County,V,26,,29474,0,0
2012 - 2013,071 Bullitt County,V,27,,29474,0,0
2012 - 2013,071 Bullitt County,V,28,,29474,0,0
2012 - 2013,071 Bullitt County,V,29,,29474,0,0
2012 - 2013,071 Bullitt County,V,30,,29474,0,0
2012 - 2013,071 Bullitt County,V,31,,29474,0,0
2012 - 2013,071 Bullitt County,V,32,,29474,0,0
2012 - 2013,071 Bullitt County,V,33,,29474,0,0
2012 - 2013,071 Bullitt County,V,34,,29474,0,0
2012 - 2013,071 Bullitt County,V,35,,29474,0,0
2012 - 2013,071 Bullitt County,V,36,,29474,0,0
2012 - 2013,071 Bullitt County,V,37,,29474,0,0
2012 - 2013,071 Bullitt County,V,38,,29474,0,0
2012 - 2013,071 Bullitt County,V,39,,29474,0,0
2012 - 2013,071 Bullitt County,V,40,,29474,0,0
2012 - 2013,072 Burgin Independent,I,0,,40871,0,0
2012 - 2013,072 Burgin Independent,I,1,,40871,0,0
2012 - 2013,072 Burgin Independent,I,2,,40871,0,0
2012 - 2013,072 Burgin Independent,I,3,,40871,0,0
2012 - 2013,072 Burgin Independent,I,4,,44949,0,0
2012 - 2013,072 Burgin Independent,I,5,,44949,0,0
2012 - 2013,072 Burgin Independent,I,6,,44949,0,0
2012 - 2013,072 Burgin Independent,I,7,,44949,0,0
2012 - 2013,072 Burgin Independent,I,8,,44949,0,0
2012 - 2013,072 Burgin Independent,I,9,,44949,0,0
2012 - 2013,072 Burgin Independent,I,10,,50228,0,0
2012 - 2013,072 Burgin Independent,I,11,,50228,0,0
2012 - 2013,072 Burgin Independent,I,12,,50228,0,0
2012 - 2013,072 Burgin Independent,I,13,,50228,0,0
2012 - 2013,072 Burgin Independent,I,14,,50228,0,0
2012 - 2013,072 Burgin Independent,I,15,,51995,0,0
2012 - 2013,072 Burgin Independent,I,16,,51995,0,0
2012 - 2013,072 Burgin Independent,I,17,,51995,0,0
2012 - 2013,072 Burgin Independent,I,18,,51995,0,0
2012 - 2013,072 Burgin Independent,I,19,,51995,0,0
2012 - 2013,072 Burgin Independent,I,20,,53290,0,0
2012 - 2013,072 Burgin Independent,I,21,,53407,0,0
2012 - 2013,072 Burgin Independent,I,22,,53499,0,0
2012 - 2013,072 Burgin Independent,I,23,,53721,0,0
2012 - 2013,072 Burgin Independent,I,24,,53949,0,0
2012 - 2013,072 Burgin Independent,I,25,,54177,0,0
2012 - 2013,072 Burgin Independent,I,26,,54404,0,0
2012 - 2013,072 Burgin Independent,I,27,,54629,0,0
2012 - 2013,072 Burgin Independent,I,28,,54629,0,0
2012 - 2013,072 Burgin Independent,I,29,,54629,0,0
2012 - 2013,072 Burgin Independent,I,30,,54629,0,0
2012 - 2013,072 Burgin Independent,I,31,,54629,0,0
2012 - 2013,072 Burgin Independent,I,32,,54629,0,0
2012 - 2013,072 Burgin Independent,I,33,,54629,0,0
2012 - 2013,072 Burgin Independent,I,34,,54629,0,0
2012 - 2013,072 Burgin Independent,I,35,,54629,0,0
2012 - 2013,072 Burgin Independent,I,36,,54629,0,0
2012 - 2013,072 Burgin Independent,I,37,,54629,0,0
2012 - 2013,072 Burgin Independent,I,38,,54629,0,0
2012 - 2013,072 Burgin Independent,I,39,,54629,0,0
2012 - 2013,072 Burgin Independent,I,40,,54629,0,0
2012 - 2013,072 Burgin Independent,II,0,,37072,0,0
2012 - 2013,072 Burgin Independent,II,1,,37072,0,0
2012 - 2013,072 Burgin Independent,II,2,,37072,0,0
2012 - 2013,072 Burgin Independent,II,3,,37072,0,0
2012 - 2013,072 Burgin Independent,II,4,,41109,0,0
2012 - 2013,072 Burgin Independent,II,5,,41109,0,0
2012 - 2013,072 Burgin Independent,II,6,,41109,0,0
2012 - 2013,072 Burgin Independent,II,7,,41109,0,0
2012 - 2013,072 Burgin Independent,II,8,,41109,0,0
2012 - 2013,072 Burgin Independent,II,9,,41109,0,0
2012 - 2013,072 Burgin Independent,II,10,,46331,0,0
2012 - 2013,072 Burgin Independent,II,11,,46331,0,0
2012 - 2013,072 Burgin Independent,II,12,,46331,0,0
2012 - 2013,072 Burgin Independent,II,13,,46331,0,0
2012 - 2013,072 Burgin Independent,II,14,,46331,0,0
2012 - 2013,072 Burgin Independent,II,15,,48087,0,0
2012 - 2013,072 Burgin Independent,II,16,,48087,0,0
2012 - 2013,072 Burgin Independent,II,17,,48087,0,0
2012 - 2013,072 Burgin Independent,II,18,,48087,0,0
2012 - 2013,072 Burgin Independent,II,19,,48087,0,0
2012 - 2013,072 Burgin Independent,II,20,,49562,0,0
2012 - 2013,072 Burgin Independent,II,21,,49768,0,0
2012 - 2013,072 Burgin Independent,II,22,,49975,0,0
2012 - 2013,072 Burgin Independent,II,23,,50178,0,0
2012 - 2013,072 Burgin Independent,II,24,,50385,0,0
2012 - 2013,072 Burgin Independent,II,25,,50597,0,0
2012 - 2013,072 Burgin Independent,II,26,,50798,0,0
2012 - 2013,072 Burgin Independent,II,27,,51005,0,0
2012 - 2013,072 Burgin Independent,II,28,,51005,0,0
2012 - 2013,072 Burgin Independent,II,29,,51005,0,0
2012 - 2013,072 Burgin Independent,II,30,,51005,0,0
2012 - 2013,072 Burgin Independent,II,31,,51005,0,0
2012 - 2013,072 Burgin Independent,II,32,,51005,0,0
2012 - 2013,072 Burgin Independent,II,33,,51005,0,0
2012 - 2013,072 Burgin Independent,II,34,,51005,0,0
2012 - 2013,072 Burgin Independent,II,35,,51005,0,0
2012 - 2013,072 Burgin Independent,II,36,,51005,0,0
2012 - 2013,072 Burgin Independent,II,37,,51005,0,0
2012 - 2013,072 Burgin Independent,II,38,,51005,0,0
2012 - 2013,072 Burgin Independent,II,39,,51005,0,0
2012 - 2013,072 Burgin Independent,II,40,,51005,0,0
2012 - 2013,072 Burgin Independent,III,0,,33210,0,0
2012 - 2013,072 Burgin Independent,III,1,,33210,0,0
2012 - 2013,072 Burgin Independent,III,2,,33210,0,0
2012 - 2013,072 Burgin Independent,III,3,,33210,0,0
2012 - 2013,072 Burgin Independent,III,4,,37281,0,0
2012 - 2013,072 Burgin Independent,III,5,,37281,0,0
2012 - 2013,072 Burgin Independent,III,6,,37281,0,0
2012 - 2013,072 Burgin Independent,III,7,,37281,0,0
2012 - 2013,072 Burgin Independent,III,8,,37281,0,0
2012 - 2013,072 Burgin Independent,III,9,,37281,0,0
2012 - 2013,072 Burgin Independent,III,10,,42923,0,0
2012 - 2013,072 Burgin Independent,III,11,,42923,0,0
2012 - 2013,072 Burgin Independent,III,12,,42923,0,0
2012 - 2013,072 Burgin Independent,III,13,,42923,0,0
2012 - 2013,072 Burgin Independent,III,14,,42923,0,0
2012 - 2013,072 Burgin Independent,III,15,,44420,0,0
2012 - 2013,072 Burgin Independent,III,16,,44420,0,0
2012 - 2013,072 Burgin Independent,III,17,,44420,0,0
2012 - 2013,072 Burgin Independent,III,18,,44420,0,0
2012 - 2013,072 Burgin Independent,III,19,,44420,0,0
2012 - 2013,072 Burgin Independent,III,20,,45153,0,0
2012 - 2013,072 Burgin Independent,III,21,,45337,0,0
2012 - 2013,072 Burgin Independent,III,22,,45526,0,0
2012 - 2013,072 Burgin Independent,III,23,,45713,0,0
2012 - 2013,072 Burgin Independent,III,24,,45896,0,0
2012 - 2013,072 Burgin Independent,III,25,,46082,0,0
2012 - 2013,072 Burgin Independent,III,26,,46271,0,0
2012 - 2013,072 Burgin Independent,III,27,,46455,0,0
2012 - 2013,072 Burgin Independent,III,28,,46455,0,0
2012 - 2013,072 Burgin Independent,III,29,,46455,0,0
2012 - 2013,072 Burgin Independent,III,30,,46455,0,0
2012 - 2013,072 Burgin Independent,III,31,,46455,0,0
2012 - 2013,072 Burgin Independent,III,32,,46455,0,0
2012 - 2013,072 Burgin Independent,III,33,,46455,0,0
2012 - 2013,072 Burgin Independent,III,34,,46455,0,0
2012 - 2013,072 Burgin Independent,III,35,,46455,0,0
2012 - 2013,072 Burgin Independent,III,36,,46455,0,0
2012 - 2013,072 Burgin Independent,III,37,,46455,0,0
2012 - 2013,072 Burgin Independent,III,38,,46455,0,0
2012 - 2013,072 Burgin Independent,III,39,,46455,0,0
2012 - 2013,072 Burgin Independent,III,40,,46455,0,0
2012 - 2013,072 Burgin Independent,IV,0,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,1,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,2,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,3,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,4,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,5,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,6,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,7,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,8,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,9,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,10,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,11,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,12,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,13,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,14,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,15,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,16,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,17,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,18,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,19,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,20,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,21,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,22,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,23,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,24,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,25,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,26,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,27,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,28,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,29,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,30,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,31,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,32,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,33,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,34,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,35,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,36,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,37,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,38,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,39,,29210,0,0
2012 - 2013,072 Burgin Independent,IV,40,,29210,0,0
2012 - 2013,072 Burgin Independent,V,0,,27281,0,0
2012 - 2013,072 Burgin Independent,V,1,,27281,0,0
2012 - 2013,072 Burgin Independent,V,2,,27281,0,0
2012 - 2013,072 Burgin Independent,V,3,,27281,0,0
2012 - 2013,072 Burgin Independent,V,4,,27281,0,0
2012 - 2013,072 Burgin Independent,V,5,,27281,0,0
2012 - 2013,072 Burgin Independent,V,6,,27281,0,0
2012 - 2013,072 Burgin Independent,V,7,,27281,0,0
2012 - 2013,072 Burgin Independent,V,8,,27281,0,0
2012 - 2013,072 Burgin Independent,V,9,,27281,0,0
2012 - 2013,072 Burgin Independent,V,10,,27281,0,0
2012 - 2013,072 Burgin Independent,V,11,,27281,0,0
2012 - 2013,072 Burgin Independent,V,12,,27281,0,0
2012 - 2013,072 Burgin Independent,V,13,,27281,0,0
2012 - 2013,072 Burgin Independent,V,14,,27281,0,0
2012 - 2013,072 Burgin Independent,V,15,,27281,0,0
2012 - 2013,072 Burgin Independent,V,16,,27281,0,0
2012 - 2013,072 Burgin Independent,V,17,,27281,0,0
2012 - 2013,072 Burgin Independent,V,18,,27281,0,0
2012 - 2013,072 Burgin Independent,V,19,,27281,0,0
2012 - 2013,072 Burgin Independent,V,20,,27281,0,0
2012 - 2013,072 Burgin Independent,V,21,,27281,0,0
2012 - 2013,072 Burgin Independent,V,22,,27281,0,0
2012 - 2013,072 Burgin Independent,V,23,,27281,0,0
2012 - 2013,072 Burgin Independent,V,24,,27281,0,0
2012 - 2013,072 Burgin Independent,V,25,,27281,0,0
2012 - 2013,072 Burgin Independent,V,26,,27281,0,0
2012 - 2013,072 Burgin Independent,V,27,,27281,0,0
2012 - 2013,072 Burgin Independent,V,28,,27281,0,0
2012 - 2013,072 Burgin Independent,V,29,,27281,0,0
2012 - 2013,072 Burgin Independent,V,30,,27281,0,0
2012 - 2013,072 Burgin Independent,V,31,,27281,0,0
2012 - 2013,072 Burgin Independent,V,32,,27281,0,0
2012 - 2013,072 Burgin Independent,V,33,,27281,0,0
2012 - 2013,072 Burgin Independent,V,34,,27281,0,0
2012 - 2013,072 Burgin Independent,V,35,,27281,0,0
2012 - 2013,072 Burgin Independent,V,36,,27281,0,0
2012 - 2013,072 Burgin Independent,V,37,,27281,0,0
2012 - 2013,072 Burgin Independent,V,38,,27281,0,0
2012 - 2013,072 Burgin Independent,V,39,,27281,0,0
2012 - 2013,072 Burgin Independent,V,40,,27281,0,0
2012 - 2013,075 Butler County,I,0,,42076,0,0
2012 - 2013,075 Butler County,I,1,,42878,0,0
2012 - 2013,075 Butler County,I,2,,43237,0,0
2012 - 2013,075 Butler County,I,3,,43590,0,0
2012 - 2013,075 Butler County,I,4,,46459,0,0
2012 - 2013,075 Butler County,I,5,,46993,0,0
2012 - 2013,075 Butler County,I,6,,47338,0,0
2012 - 2013,075 Butler County,I,7,,47805,0,0
2012 - 2013,075 Butler County,I,8,,48071,0,0
2012 - 2013,075 Butler County,I,9,,48416,0,0
2012 - 2013,075 Butler County,I,10,,52346,0,0
2012 - 2013,075 Butler County,I,11,,52886,0,0
2012 - 2013,075 Butler County,I,12,,53247,0,0
2012 - 2013,075 Butler County,I,13,,53541,0,0
2012 - 2013,075 Butler County,I,14,,53781,0,0
2012 - 2013,075 Butler County,I,15,,54533,0,0
2012 - 2013,075 Butler County,I,16,,54672,0,0
2012 - 2013,075 Butler County,I,17,,54884,0,0
2012 - 2013,075 Butler County,I,18,,55032,0,0
2012 - 2013,075 Butler County,I,19,,55214,0,0
2012 - 2013,075 Butler County,I,20,,55523,0,0
2012 - 2013,075 Butler County,I,21,,55699,0,0
2012 - 2013,075 Butler County,I,22,,55885,0,0
2012 - 2013,075 Butler County,I,23,,56079,0,0
2012 - 2013,075 Butler County,I,24,,56278,0,0
2012 - 2013,075 Butler County,I,25,,56532,0,0
2012 - 2013,075 Butler County,I,26,,56811,0,0
2012 - 2013,075 Butler County,I,27,,57088,0,0
2012 - 2013,075 Butler County,I,28,,57088,0,0
2012 - 2013,075 Butler County,I,29,,57088,0,0
2012 - 2013,075 Butler County,I,30,,57088,0,0
2012 - 2013,075 Butler County,I,31,,57088,0,0
2012 - 2013,075 Butler County,I,32,,57088,0,0
2012 - 2013,075 Butler County,I,33,,57088,0,0
2012 - 2013,075 Butler County,I,34,,57088,0,0
2012 - 2013,075 Butler County,I,35,,57088,0,0
2012 - 2013,075 Butler County,I,36,,57088,0,0
2012 - 2013,075 Butler County,I,37,,57088,0,0
2012 - 2013,075 Butler County,I,38,,57088,0,0
2012 - 2013,075 Butler County,I,39,,57088,0,0
2012 - 2013,075 Butler County,I,40,,57088,0,0
2012 - 2013,075 Butler County,II,0,,38240,0,0
2012 - 2013,075 Butler County,II,1,,39118,0,0
2012 - 2013,075 Butler County,II,2,,39488,0,0
2012 - 2013,075 Butler County,II,3,,39988,0,0
2012 - 2013,075 Butler County,II,4,,43062,0,0
2012 - 2013,075 Butler County,II,5,,43690,0,0
2012 - 2013,075 Butler County,II,6,,43869,0,0
2012 - 2013,075 Butler County,II,7,,44222,0,0
2012 - 2013,075 Butler County,II,8,,44667,0,0
2012 - 2013,075 Butler County,II,9,,45022,0,0
2012 - 2013,075 Butler County,II,10,,48244,0,0
2012 - 2013,075 Butler County,II,11,,48778,0,0
2012 - 2013,075 Butler County,II,12,,49189,0,0
2012 - 2013,075 Butler County,II,13,,49673,0,0
2012 - 2013,075 Butler County,II,14,,49956,0,0
2012 - 2013,075 Butler County,II,15,,50206,0,0
2012 - 2013,075 Butler County,II,16,,50386,0,0
2012 - 2013,075 Butler County,II,17,,50561,0,0
2012 - 2013,075 Butler County,II,18,,50747,0,0
2012 - 2013,075 Butler County,II,19,,51054,0,0
2012 - 2013,075 Butler County,II,20,,51435,0,0
2012 - 2013,075 Butler County,II,21,,51610,0,0
2012 - 2013,075 Butler County,II,22,,51796,0,0
2012 - 2013,075 Butler County,II,23,,51989,0,0
2012 - 2013,075 Butler County,II,24,,52187,0,0
2012 - 2013,075 Butler County,II,25,,52446,0,0
2012 - 2013,075 Butler County,II,26,,52718,0,0
2012 - 2013,075 Butler County,II,27,,52989,0,0
2012 - 2013,075 Butler County,II,28,,52989,0,0
2012 - 2013,075 Butler County,II,29,,52989,0,0
2012 - 2013,075 Butler County,II,30,,52989,0,0
2012 - 2013,075 Butler County,II,31,,52989,0,0
2012 - 2013,075 Butler County,II,32,,52989,0,0
2012 - 2013,075 Butler County,II,33,,52989,0,0
2012 - 2013,075 Butler County,II,34,,52989,0,0
2012 - 2013,075 Butler County,II,35,,52989,0,0
2012 - 2013,075 Butler County,II,36,,52989,0,0
2012 - 2013,075 Butler County,II,37,,52989,0,0
2012 - 2013,075 Butler County,II,38,,52989,0,0
2012 - 2013,075 Butler County,II,39,,52989,0,0
2012 - 2013,075 Butler County,II,40,,52989,0,0
2012 - 2013,075 Butler County,III,0,,34673,0,0
2012 - 2013,075 Butler County,III,1,,35551,0,0
2012 - 2013,075 Butler County,III,2,,36092,0,0
2012 - 2013,075 Butler County,III,3,,36608,0,0
2012 - 2013,075 Butler County,III,4,,39500,0,0
2012 - 2013,075 Butler County,III,5,,39669,0,0
2012 - 2013,075 Butler County,III,6,,40024,0,0
2012 - 2013,075 Butler County,III,7,,40198,0,0
2012 - 2013,075 Butler County,III,8,,40376,0,0
2012 - 2013,075 Butler County,III,9,,40550,0,0
2012 - 2013,075 Butler County,III,10,,43419,0,0
2012 - 2013,075 Butler County,III,11,,43942,0,0
2012 - 2013,075 Butler County,III,12,,44491,0,0
2012 - 2013,075 Butler County,III,13,,44979,0,0
2012 - 2013,075 Butler County,III,14,,45203,0,0
2012 - 2013,075 Butler County,III,15,,46095,0,0
2012 - 2013,075 Butler County,III,16,,46279,0,0
2012 - 2013,075 Butler County,III,17,,46459,0,0
2012 - 2013,075 Butler County,III,18,,46633,0,0
2012 - 2013,075 Butler County,III,19,,46811,0,0
2012 - 2013,075 Butler County,III,20,,47298,0,0
2012 - 2013,075 Butler County,III,21,,47473,0,0
2012 - 2013,075 Butler County,III,22,,47658,0,0
2012 - 2013,075 Butler County,III,23,,47852,0,0
2012 - 2013,075 Butler County,III,24,,48051,0,0
2012 - 2013,075 Butler County,III,25,,48307,0,0
2012 - 2013,075 Butler County,III,26,,48575,0,0
2012 - 2013,075 Butler County,III,27,,48840,0,0
2012 - 2013,075 Butler County,III,28,,48840,0,0
2012 - 2013,075 Butler County,III,29,,48840,0,0
2012 - 2013,075 Butler County,III,30,,48840,0,0
2012 - 2013,075 Butler County,III,31,,48840,0,0
2012 - 2013,075 Butler County,III,32,,48840,0,0
2012 - 2013,075 Butler County,III,33,,48840,0,0
2012 - 2013,075 Butler County,III,34,,48840,0,0
2012 - 2013,075 Butler County,III,35,,48840,0,0
2012 - 2013,075 Butler County,III,36,,48840,0,0
2012 - 2013,075 Butler County,III,37,,48840,0,0
2012 - 2013,075 Butler County,III,38,,48840,0,0
2012 - 2013,075 Butler County,III,39,,48840,0,0
2012 - 2013,075 Butler County,III,40,,48840,0,0
2012 - 2013,075 Butler County,IV,0,,31372,0,0
2012 - 2013,075 Butler County,IV,1,,31372,0,0
2012 - 2013,075 Butler County,IV,2,,31372,0,0
2012 - 2013,075 Butler County,IV,3,,31372,0,0
2012 - 2013,075 Butler County,IV,4,,31372,0,0
2012 - 2013,075 Butler County,IV,5,,31372,0,0
2012 - 2013,075 Butler County,IV,6,,31372,0,0
2012 - 2013,075 Butler County,IV,7,,31372,0,0
2012 - 2013,075 Butler County,IV,8,,31372,0,0
2012 - 2013,075 Butler County,IV,9,,31372,0,0
2012 - 2013,075 Butler County,IV,10,,31372,0,0
2012 - 2013,075 Butler County,IV,11,,31372,0,0
2012 - 2013,075 Butler County,IV,12,,31372,0,0
2012 - 2013,075 Butler County,IV,13,,31372,0,0
2012 - 2013,075 Butler County,IV,14,,31372,0,0
2012 - 2013,075 Butler County,IV,15,,31372,0,0
2012 - 2013,075 Butler County,IV,16,,31372,0,0
2012 - 2013,075 Butler County,IV,17,,31372,0,0
2012 - 2013,075 Butler County,IV,18,,31372,0,0
2012 - 2013,075 Butler County,IV,19,,31372,0,0
2012 - 2013,075 Butler County,IV,20,,31372,0,0
2012 - 2013,075 Butler County,IV,21,,31372,0,0
2012 - 2013,075 Butler County,IV,22,,31372,0,0
2012 - 2013,075 Butler County,IV,23,,31372,0,0
2012 - 2013,075 Butler County,IV,24,,31372,0,0
2012 - 2013,075 Butler County,IV,25,,31372,0,0
2012 - 2013,075 Butler County,IV,26,,31372,0,0
2012 - 2013,075 Butler County,IV,27,,31372,0,0
2012 - 2013,075 Butler County,IV,28,,31372,0,0
2012 - 2013,075 Butler County,IV,29,,31372,0,0
2012 - 2013,075 Butler County,IV,30,,31372,0,0
2012 - 2013,075 Butler County,IV,31,,31372,0,0
2012 - 2013,075 Butler County,IV,32,,31372,0,0
2012 - 2013,075 Butler County,IV,33,,31372,0,0
2012 - 2013,075 Butler County,IV,34,,31372,0,0
2012 - 2013,075 Butler County,IV,35,,31372,0,0
2012 - 2013,075 Butler County,IV,36,,31372,0,0
2012 - 2013,075 Butler County,IV,37,,31372,0,0
2012 - 2013,075 Butler County,IV,38,,31372,0,0
2012 - 2013,075 Butler County,IV,39,,31372,0,0
